frame,simulation_ms,ui_ms,render_ms,total_ms
0,12.2418,0.181042,3.05879,15.4816
1,13.6536,0.17425,2.26783,16.0957
2,11.6805,0.16525,2.44129,14.2871
3,13.7604,0.169833,2.54392,16.4742
4,12.4725,0.184917,2.57096,15.2284
5,13.5795,0.173,2.20992,15.9624
6,11.679,0.1725,2.33508,14.1866
7,13.4013,0.182042,2.78696,16.3703
8,12.0508,0.175208,2.31333,14.5394
9,13.3471,0.167875,2.23338,15.7484
10,11.9313,0.169875,2.50225,14.6034
11,13.2992,0.172042,2.17796,15.6492
12,11.8282,0.170541,2.26688,14.2656
13,12.981,0.162333,2.16696,15.3103
14,12.0706,0.17,3.34212,15.5827
15,13.449,0.164375,2.1245,15.7379
16,11.895,0.16425,2.15,14.2093
17,13.0943,0.166333,2.17033,15.4309
18,11.5739,0.164708,2.28475,14.0234
19,13.7934,0.1735,2.20396,16.1709
20,11.7452,0.181125,2.369,14.2953
21,13.137,0.180167,2.16079,15.478
22,11.7382,0.164667,2.39438,14.2973
23,13.1918,0.161,2.65625,16.009
24,12.0347,0.159166,2.57346,14.7673
25,13.318,0.162542,2.2315,15.7121
26,11.8659,0.164459,2.1465,14.1769
27,13.3999,0.163709,2.59771,16.1613
28,11.709,0.161625,2.229,14.0997
29,12.8199,0.164792,2.28779,15.2725
30,11.8453,0.161375,2.40558,14.4123
31,13.0163,0.161417,2.29421,15.472
32,11.647,0.18925,2.27617,14.1124
33,12.9677,0.174708,2.30346,15.4458
34,11.6489,0.160708,2.15862,13.9682
35,14.1046,0.188916,2.62688,16.9204
36,12.3573,0.192666,2.70692,15.2569
37,13.7781,0.189084,2.27342,16.2406
38,11.7147,0.19525,2.42171,14.3317
39,12.9072,0.165542,2.21462,15.2874
40,11.4998,0.161,2.13121,13.792
41,13.1442,0.163375,2.10767,15.4153
42,11.7187,0.168708,2.13017,14.0175
43,13.1028,0.161459,3.04371,16.308
44,12.1193,0.240125,2.24171,14.6012
45,12.9318,0.15975,2.22329,15.3148
46,12.0611,0.169375,2.56913,14.7996
47,13.4087,0.173709,2.20508,15.7875
48,11.9808,0.195917,2.89567,15.0724
49,13.2877,0.194,2.41929,15.901
50,11.6484,0.16275,2.66404,14.4752
51,13.2065,0.165167,2.80167,16.1734
52,12.2719,0.166375,2.14129,14.5795
53,12.9543,0.167666,2.19471,15.3166
54,11.5149,0.172,2.50371,14.1906
55,13.4582,0.178291,2.41967,16.0562
56,13.4792,0.174333,2.33692,15.9904
57,13.2837,0.164625,2.2585,15.7068
58,12.0052,0.169792,2.16179,14.3368
59,13.1397,0.215916,2.34646,15.7021
60,11.7053,0.2275,2.54429,14.4771
61,13.0788,0.177916,2.29588,15.5526
62,11.6991,0.170334,2.18754,14.057
63,13.0511,0.169375,2.14346,15.364
64,12.2714,0.178375,2.30917,14.759
65,14.0668,0.180959,2.99587,17.2436
66,12.7073,0.194542,2.61142,15.5132
67,13.4112,0.1885,2.52233,16.122
68,11.6814,0.1725,2.19379,14.0477
69,13.1799,0.164,2.17521,15.5191
70,11.856,0.166458,2.50142,14.5238
71,13.5088,0.170208,2.72775,16.4068
72,12.6905,0.181292,2.21792,15.0898
73,13.3072,0.193042,2.65892,16.1591
74,11.999,0.181708,2.85967,15.0403
75,13.1331,0.186625,2.77479,16.0945
76,11.9041,0.181333,2.17804,14.2635
77,13.1547,0.30775,2.475,15.9375
78,12.0968,0.169625,2.65075,14.9172
