frame,input_ms,ui_ms,draw_ms,total_ms
0,0.01,0.040542,0.986125,1.03667
1,0.007542,0.035042,1.01975,1.06233
2,0.010375,0.039792,1.02983,1.08
3,0.007583,0.039459,3.71188,3.75892
4,0.015167,0.061042,1.10921,1.18542
5,0.00775,0.04375,1.01788,1.06937
6,0.010709,0.039791,0.984375,1.03487
7,0.009,0.037833,0.961042,1.00788
8,0.008875,0.034291,0.967792,1.01096
9,0.008958,0.035833,0.953417,0.998208
10,0.009459,0.03475,0.956666,1.00087
11,0.007,0.03475,1.56183,1.60358
12,0.009209,0.038541,0.9335,0.98125
13,0.007583,0.033459,1.05808,1.09912
14,0.0095,0.03675,0.972167,1.01842
15,0.007084,0.034416,0.930917,0.972417
16,0.009,0.033708,0.985333,1.02804
17,0.006958,0.034625,0.930292,0.971875
18,0.008875,0.033708,1.09496,1.13754
19,0.007042,0.033958,1.03058,1.07158
20,0.008791,0.033542,0.932,0.974333
21,0.007125,0.033917,0.89025,0.931292
22,0.009958,0.033417,1.0025,1.04588
23,0.007375,0.034917,1.05608,1.09838
24,0.008875,0.039042,1.00183,1.04975
25,0.0075,0.036583,1.02467,1.06875
26,0.012583,0.048625,0.999833,1.06104
27,0.007291,0.03675,0.90175,0.945791
28,0.008792,0.037167,0.870916,0.916875
29,0.006875,0.033833,0.873583,0.914291
30,0.008708,0.033167,0.933,0.974875
31,0.011542,0.04225,0.94725,1.00104
32,0.008708,0.034792,0.942958,0.986458
33,0.007292,0.037292,1.11987,1.16446
34,0.010083,0.038959,0.944625,0.993667
35,0.007416,0.037084,0.984958,1.02946
36,0.009125,0.036292,0.895541,0.940958
37,0.007041,0.033625,0.869125,0.909791
38,0.008667,0.03325,0.880458,0.922375
39,0.008833,0.036625,0.965083,1.01054
40,0.009375,0.038542,0.948875,0.996792
41,0.007292,0.03675,0.943375,0.987417
42,0.009583,0.034708,0.882834,0.927125
43,0.007,0.034208,0.878042,0.91925
44,0.0085,0.0335,0.945792,0.987792
45,0.006875,0.033333,0.876833,0.917041
46,0.008542,0.032916,0.882417,0.923875
47,0.006833,0.033542,0.968,1.00838
48,0.008875,0.035209,0.97975,1.02383
49,0.007083,0.036542,0.944416,0.988041
50,0.008708,0.034125,0.918167,0.961
51,0.006834,0.033166,0.88,0.92
52,0.009083,0.03325,0.874375,0.916708
53,0.006833,0.033125,0.90125,0.941208
54,0.011208,0.032875,0.877709,0.921792
55,0.007209,0.033083,0.970125,1.01042
56,0.008959,0.036333,0.928333,0.973625
57,0.0075,0.036417,0.9805,1.02442
58,0.009291,0.035792,0.906958,0.952041
59,0.006959,0.034208,0.886375,0.927542
60,0.008459,0.033833,0.870667,0.912959
61,0.006792,0.033458,0.886917,0.927167
62,0.008541,0.0335,0.996084,1.03812
63,0.007083,0.033875,0.913875,0.954833
64,0.008542,0.0335,0.8865,0.928542
65,0.007416,0.043042,0.985792,1.03625
66,0.009333,0.035875,0.901625,0.946833
67,0.010208,0.036708,0.900125,0.947041
68,0.008541,0.038042,0.872375,0.918958
69,0.006875,0.032958,0.937917,0.97775
70,0.008584,0.035458,0.975917,1.01996
71,0.006791,0.033417,0.879167,0.919375
72,0.008292,0.032958,0.895875,0.937125
73,0.006833,0.033083,0.937375,0.977291
74,0.01125,0.040334,0.929875,0.981459
75,0.006833,0.03325,0.919334,0.959417
76,0.008417,0.033541,0.906917,0.948875
77,0.006792,0.033042,0.978583,1.01842
78,0.00825,0.033417,0.933958,0.975625
79,0.00675,0.033208,0.924458,0.964416
80,0.008375,0.036875,0.897583,0.942833
81,0.006792,0.033625,0.87675,0.917167
82,0.008291,0.033167,0.976958,1.01842
83,0.007208,0.036458,0.943834,0.9875
84,0.008583,0.037042,1.03029,1.07592
85,0.006958,0.034167,0.94475,0.985875
86,0.0085,0.033791,0.907167,0.949458
87,0.00675,0.0335,0.933916,0.974166
88,0.00825,0.033167,0.911125,0.952542
89,0.006708,0.033084,0.880375,0.920167
90,0.008375,0.032917,0.926292,0.967584
91,0.008791,0.041042,1.01325,1.06308
92,0.008917,0.035708,0.961583,1.00621
93,0.006958,0.035875,0.924417,0.96725
94,0.008291,0.033334,0.879291,0.920916
95,0.00675,0.032834,0.878541,0.918125
96,0.00825,0.033125,0.898667,0.940042
97,0.006792,0.032875,0.8975,0.937167
98,0.008583,0.033042,0.8985,0.940125
99,0.006792,0.032833,0.993417,1.03304
100,0.008917,0.036208,1.05483,1.09996
101,0.007375,0.041709,0.941458,0.990542
102,0.0085,0.034583,0.922209,0.965292
103,0.00675,0.033417,0.889833,0.93
104,0.008375,0.0335,0.907458,0.949333
105,0.007042,0.035416,0.915459,0.957917
106,0.008167,0.033208,0.983375,1.02475
107,0.007375,0.03375,0.923834,0.964959
108,0.00975,0.04025,1.01638,1.06638
109,0.007291,0.036875,0.938334,0.9825
110,0.008917,0.033667,0.930583,0.973167
111,0.006833,0.032917,0.886041,0.925791
112,0.008417,0.033625,0.888458,0.9305
113,0.009875,0.033125,0.993375,1.03638
114,0.008667,0.03375,0.926416,0.968833
115,0.006917,0.033083,0.894917,0.934917
116,0.008417,0.035458,1.00596,1.04983
117,0.007708,0.037417,0.970791,1.01592
118,0.017625,0.035958,0.935667,0.98925
119,0.006875,0.034042,0.898208,0.939125
