frame,input_ms,ui_ms,draw_ms,total_ms
0,0.010041,0.039125,1.02896,1.07812
1,0.00775,0.036542,1.09996,1.14425
2,0.009459,0.034916,1.03358,1.07796
3,0.007375,0.034417,2.44617,2.48796
4,0.010167,0.038291,1.05008,1.09854
5,0.008042,0.039708,0.963333,1.01108
6,0.010792,0.034958,1.01729,1.06304
7,0.008125,0.035708,1.02958,1.07342
8,0.009958,0.040375,1.01238,1.06271
9,0.007583,0.034375,0.942459,0.984417
10,0.010083,0.033709,1.00287,1.04667
11,0.007458,0.034333,1.35967,1.40146
12,0.010208,0.037417,1.02625,1.07387
13,0.007625,0.035167,1.02817,1.07096
14,0.010083,0.038542,1.087,1.13563
15,0.007583,0.038917,1.06492,1.11142
16,0.012416,0.038042,0.9615,1.01196
17,0.007291,0.038209,0.963708,1.00921
18,0.009,0.039583,1.16133,1.20992
19,0.007208,0.034959,0.964,1.00617
20,0.009667,0.035708,1.02137,1.06675
21,0.007792,0.038875,0.946541,0.993208
22,0.015291,0.036959,0.948083,1.00033
23,0.007958,0.04,0.980375,1.02833
24,0.011208,0.039667,0.982333,1.03321
25,0.0075,0.0425,1.00829,1.05829
26,0.009584,0.037208,0.953958,1.00075
27,0.007125,0.040792,0.944791,0.992708
28,0.009292,0.039166,0.962667,1.01113
29,0.00975,0.046208,0.939708,0.995666
30,0.009167,0.03825,0.92125,0.968667
31,0.007125,0.03525,0.903792,0.946167
32,0.008542,0.033625,0.910333,0.9525
33,0.006875,0.033875,1.00975,1.0505
34,0.009,0.033417,0.927292,0.969709
35,0.006875,0.033792,0.899375,0.940042
36,0.008917,0.038375,0.998708,1.046
37,0.007625,0.040667,0.909375,0.957667
38,0.009083,0.033625,0.887834,0.930542
39,0.006792,0.03525,0.887958,0.93
40,0.008583,0.033833,0.960292,1.00271
41,0.006833,0.034167,0.886875,0.927875
42,0.008375,0.033541,0.944209,0.986125
43,0.006833,0.033,0.911542,0.951375
44,0.008792,0.033083,0.959792,1.00167
45,0.011666,0.045125,0.951375,1.00817
46,0.009125,0.0335,0.899,0.941625
47,0.007,0.037,0.971416,1.01542
48,0.008958,0.033792,0.896708,0.939458
49,0.006833,0.033458,0.904584,0.944875
50,0.008583,0.036708,0.910917,0.956208
51,0.006833,0.033042,0.900667,0.940542
52,0.012458,0.040542,0.882291,0.935291
53,0.00675,0.032833,0.939375,0.978958
54,0.015584,0.034541,0.893584,0.943709
55,0.00725,0.033125,1.003,1.04337
56,0.00925,0.033833,0.909292,0.952375
57,0.006917,0.033333,0.884375,0.924625
58,0.008958,0.033,0.900125,0.942083
59,0.007042,0.033458,0.888417,0.928917
60,0.008833,0.033167,0.909917,0.951917
61,0.006917,0.032917,0.904666,0.9445
62,0.011208,0.034625,1.13046,1.17629
63,0.007542,0.042708,0.949042,0.999292
64,0.011792,0.0355,0.902708,0.95
65,0.006958,0.033583,0.889542,0.930083
66,0.008875,0.033,0.892334,0.934209
67,0.006959,0.032958,0.944667,0.984584
68,0.008959,0.033875,0.913625,0.956459
69,0.007,0.033875,1.00737,1.04825
70,0.008708,0.033875,0.979459,1.02204
71,0.007209,0.037166,1.09425,1.13862
72,0.008917,0.039542,0.947791,0.99625
73,0.006834,0.034,0.883708,0.924542
74,0.008875,0.033208,0.890958,0.933041
75,0.006792,0.03275,0.936541,0.976083
76,0.008833,0.033584,0.901416,0.943833
77,0.006791,0.033084,1.01883,1.05871
78,0.0085,0.034041,0.987584,1.03012
79,0.00925,0.042708,0.997125,1.04908
80,0.009167,0.036208,0.956,1.00137
81,0.006875,0.034625,0.92425,0.96575
82,0.009167,0.036542,0.923,0.968709
83,0.008666,0.033459,0.893416,0.935541
84,0.008625,0.036875,1.05862,1.10413
85,0.007291,0.038375,0.949084,0.99475
86,0.008708,0.032834,0.911166,0.952708
87,0.00825,0.034166,1.04146,1.08387
88,0.009542,0.0375,0.908417,0.955459
89,0.006917,0.04425,0.939458,0.990625
90,0.009209,0.032916,0.899125,0.94125
91,0.006875,0.032792,0.957042,0.996709
92,0.008625,0.033292,0.928167,0.970084
93,0.00675,0.034125,0.90475,0.945625
94,0.009833,0.039709,0.989208,1.03875
95,0.007375,0.036417,0.9425,0.986292
96,0.008625,0.033833,0.895875,0.938333
97,0.006917,0.03425,0.910625,0.951792
98,0.008708,0.033125,0.902417,0.94425
99,0.006791,0.033,0.995417,1.03521
100,0.008833,0.033542,0.903291,0.945666
101,0.009542,0.037917,0.920666,0.968125
102,0.008541,0.033417,0.934167,0.976125
103,0.006792,0.033833,0.926875,0.9675
104,0.008583,0.032958,0.950917,0.992458
105,0.007125,0.03525,1.00467,1.04704
106,0.009333,0.035667,1.01479,1.05979
107,0.007042,0.03375,0.90575,0.946542
108,0.0085,0.033,0.897958,0.939458
109,0.007416,0.036417,0.915167,0.959
110,0.008792,0.033125,0.90925,0.951167
111,0.006875,0.033458,0.931917,0.97225
112,0.009,0.032541,0.976917,1.01846
113,0.00725,0.0385,1.02467,1.07042
114,0.008667,0.037917,0.908166,0.95475
115,0.006791,0.033542,0.906375,0.946708
116,0.008708,0.033,0.914167,0.955875
117,0.00675,0.032958,0.905792,0.9455
118,0.021917,0.033666,0.904417,0.96
119,0.006958,0.03275,0.95,0.989708
