frame,input_simulation_ms,ui_ms,world_ms,screen_ms,display_ms,total_ms
0,0,0.103833,1.49633,0.540666,0.000334,2.14117
1,0,0.111375,1.44388,0.516833,0.000125,2.07221
2,0,0.091541,1.34471,3.19904,0.000334,4.63563
3,4.2e-05,0.112375,1.52296,0.409542,0.000291,2.04521
4,4.2e-05,0.101375,1.52567,0.383,0.000209,2.01029
5,0,0.09175,1.38325,0.379375,0.00025,1.85462
6,0,0.085291,1.44146,0.413041,0.000417,1.94021
7,0,0.1125,1.53971,0.473084,0.000458,2.12575
8,8.3e-05,0.109875,1.43071,1.11892,0.000375,2.65996
9,0,0.096333,1.38437,0.367209,0.000583,1.8485
10,4.1e-05,0.103334,1.4805,0.3705,0.000166,1.95454
11,0,0.083916,1.42204,0.42925,0.003292,1.9385
12,0,0.115666,1.48533,0.387166,0.000292,1.98846
13,0,0.099792,1.4345,0.3725,0.000416,1.90721
14,0,0.091167,1.44996,0.465584,0.001166,2.00787
15,0,0.101167,1.267,0.429167,0.000666,1.798
16,0,0.112458,1.51771,0.388625,0.000167,2.01896
17,0,0.09625,1.23183,0.349334,0.000208,1.67762
18,0,0.086583,1.26687,0.402042,0.000208,1.75571
19,0,0.085208,1.31979,0.362792,4.1e-05,1.76783
20,4.1e-05,0.084542,1.42754,0.461833,4.2e-05,1.974
21,0,0.102375,1.25958,0.364458,0.00025,1.72667
22,0,0.089375,1.154,0.340167,0.000125,1.58367
23,0,0.094042,1.223,0.339417,8.3e-05,1.65654
24,0,0.080083,1.25196,0.455,4.1e-05,1.78708
25,0,0.098833,1.21742,0.354916,8.4e-05,1.67125
26,4.2e-05,0.0855,1.15288,0.459708,0.000292,1.69842
27,4.1e-05,0.088584,1.17717,0.351084,0.000208,1.61708
28,4.2e-05,0.08275,1.21417,0.360083,0.000417,1.65746
29,0.000125,0.085583,1.32158,0.426666,0.000209,1.83417
30,0,0.103541,1.45929,0.380375,4.2e-05,1.94325
31,4.1e-05,0.09325,1.16442,0.343792,0.0005,1.602
32,4.2e-05,0.080083,1.13758,0.454458,4.2e-05,1.67221
33,0,0.093125,1.20504,0.362417,0,1.66058
34,0,0.083958,1.33433,0.430417,0.000333,1.84904
35,0,0.108,1.21637,0.361625,0.000125,1.68613
36,0,0.092084,1.16696,0.344542,0.000125,1.60371
37,0,0.082791,1.13283,0.339916,0.000125,1.55567
38,0,0.082625,1.18533,0.532375,0.000334,1.80067
39,4.2e-05,0.091208,1.22154,0.383666,0.000334,1.69679
40,4.1e-05,0.102959,1.35258,0.395375,0.000167,1.85112
41,0,0.0965,1.20287,0.34875,0.000125,1.64825
42,0,0.085,1.13467,0.354958,0,1.57462
43,0,0.110209,1.19158,0.354875,0.000125,1.65679
44,4.1e-05,0.081875,1.16058,0.509833,0.000125,1.75246
45,4.2e-05,0.102458,1.22538,0.363417,0.000333,1.69162
46,0,0.089,1.17592,0.348333,8.4e-05,1.61333
47,0,0.083125,1.16292,0.340541,0.000417,1.587
48,0,0.080166,1.18346,0.394875,4.1e-05,1.65854
49,0,0.087458,1.17063,0.404417,0.000333,1.66283
50,0,0.110958,1.48046,0.478375,0.000125,2.06992
51,4.2e-05,0.101292,1.16433,0.346292,0.000291,1.61225
52,0,0.085875,1.17371,0.369417,4.1e-05,1.62904
53,0,0.090667,1.15,0.370917,0.000125,1.61171
54,0,0.087625,1.18179,0.4215,4.2e-05,1.69096
55,4.2e-05,0.100667,1.26329,0.365667,0.00025,1.72992
56,4.2e-05,0.094666,1.17033,0.44975,0.000166,1.71496
57,0,0.0885,1.15775,0.366,4.2e-05,1.61229
58,0,0.089458,1.19383,0.357292,8.3e-05,1.64067
59,0,0.085042,1.24625,0.379958,0.000292,1.71154
60,0,0.162708,1.36729,0.370125,0.000375,1.9005
61,0,0.098666,1.16125,0.345834,0.000125,1.60587
62,0,0.082792,1.144,0.481875,4.2e-05,1.70871
63,4.2e-05,0.090667,1.1805,0.370166,4.2e-05,1.64142
64,0,0.088292,1.21779,0.403417,0.000167,1.70967
65,0,0.105417,1.29454,0.374375,0.00025,1.77458
66,0,0.091167,1.15263,0.347791,0.00025,1.59183
67,0,0.084375,1.14037,0.368792,8.3e-05,1.59363
68,0,0.084083,1.14792,0.435375,8.3e-05,1.66746
69,4.1e-05,0.087125,1.26179,0.385542,0.000291,1.73479
70,0,0.098666,1.48329,0.383208,0.000917,1.96608
71,0,0.152042,1.13771,0.343417,0.000125,1.63329
72,4.2e-05,0.082542,1.17508,0.367833,8.4e-05,1.62558
73,4.2e-05,0.086916,1.15596,0.352625,0.00025,1.59579
74,4.2e-05,0.086541,1.3065,0.4695,0.000209,1.86279
75,4.1e-05,0.100834,1.20775,0.365875,8.3e-05,1.67458
76,0,0.085416,1.12846,0.337916,0.000125,1.55192
77,0,0.0815,1.16146,0.349625,0.000167,1.59275
78,0,0.082917,1.14896,0.34725,0.000167,1.57929
79,0,0.087166,1.30625,0.422417,0.000583,1.81642
80,4.2e-05,0.112375,1.19617,0.45425,0.000459,1.76329
81,0,0.089292,1.14796,0.357667,0.00025,1.59517
82,0,0.08775,1.16675,0.350708,8.4e-05,1.60529
83,0,0.083541,1.17358,0.378708,4.2e-05,1.63587
84,4.2e-05,0.088416,1.26817,0.400292,0.000208,1.75713
85,0,0.09775,1.21029,0.461333,8.3e-05,1.76946
86,0,0.090125,1.13808,0.430083,4.2e-05,1.65833
87,8.3e-05,0.099917,1.22333,0.363625,4.2e-05,1.687
88,0,0.085459,1.13321,0.357917,0.000333,1.57692
89,0,0.086667,1.3565,0.398666,0.000292,1.84213
90,0,0.096875,1.42871,0.36075,4.1e-05,1.88637
91,0,0.085875,1.13433,0.343875,4.2e-05,1.56412
92,0,0.080834,1.16933,0.481375,0.0005,1.73204
93,0,0.09125,1.26038,0.397583,4.2e-05,1.74925
94,0,0.106709,1.31967,0.372042,4.2e-05,1.79846
95,0,0.093042,1.16396,0.348334,0.000166,1.6055
96,0,0.083,1.13221,0.347833,0.000292,1.56333
97,0,0.08125,1.22417,0.343958,0.000125,1.6495
98,0,0.07975,1.12729,0.475792,0.000417,1.68325
99,0,0.108375,1.30262,0.370875,0.000166,1.78204
100,0,0.098625,1.16488,0.3545,0.000166,1.61817
101,0,0.087083,1.14437,0.34575,0.000167,1.57737
102,4.1e-05,0.081542,1.17254,0.362625,4.1e-05,1.61679
103,0,0.090708,1.2215,0.3825,8.3e-05,1.69479
104,4.2e-05,0.095,1.40392,0.448208,0.000208,1.94738
105,0,0.103917,1.19321,0.3475,0.000542,1.64517
