frame,simulation_ms,ui_ms,render_ms,total_ms
0,7.74137,0.204667,2.41662,10.3627
1,9.18346,0.162833,6.25396,15.6003
2,7.77954,0.164875,2.38933,10.3338
3,8.94925,0.200708,2.54767,11.6976
4,7.58512,0.151417,2.15617,9.89271
5,8.79237,0.141833,2.51329,11.4475
6,7.50983,0.15925,2.35454,10.0236
7,8.66038,0.152083,2.45208,11.2645
8,7.45921,0.1555,2.24921,9.86392
9,8.53767,0.142042,2.34579,11.0255
10,7.88012,0.169166,2.68379,10.7331
11,8.66212,0.1405,2.26467,11.0673
12,7.24613,0.149667,2.15238,9.54817
13,8.79429,0.153,2.31667,11.264
14,7.386,0.140833,2.07071,9.59754
15,8.62562,0.140333,1.9225,10.6885
16,7.23979,0.143875,1.87679,9.26046
17,8.50121,0.135084,1.95446,10.5907
18,7.263,0.154583,2.02592,9.4435
19,8.61971,0.150709,2.13975,10.9102
20,7.40725,0.14475,1.90013,9.45213
21,8.648,0.136833,2.1615,10.9463
22,7.29821,0.136167,1.90525,9.33962
23,8.52292,0.156083,2.04471,10.7237
24,7.20233,0.175208,2.04042,9.41796
25,8.63604,0.149208,1.96408,10.7493
26,7.30246,0.135625,1.84658,9.28467
27,8.61996,0.156416,2.04821,10.8246
28,7.31704,0.149042,2.0435,9.50958
29,8.52625,0.134834,1.87292,10.534
30,7.29758,0.135958,2.32208,9.75563
31,8.33863,0.139708,1.88367,10.362
32,7.67446,0.147959,2.06471,9.88712
33,8.50471,0.160084,2.04813,10.7129
34,7.31321,0.138792,1.87917,9.33117
35,8.28946,0.134875,1.849,10.2733
36,7.21167,0.135209,2.03563,9.3825
37,8.71842,0.140875,2.208,11.0673
38,7.161,0.145875,2.12229,9.42917
39,8.38817,0.1375,1.86796,10.3936
40,7.08737,0.133208,1.88654,9.10712
41,8.3285,0.136083,1.89683,10.3614
42,7.20258,0.138083,2.10296,9.44363
43,8.72842,0.145292,1.93096,10.8047
44,7.15783,0.161083,1.99296,9.31188
45,8.51779,0.139333,2.11754,10.7747
46,7.33967,0.134916,1.87433,9.34892
47,8.35008,0.138334,2.01121,10.4996
48,7.14825,0.147583,2.21954,9.51538
49,8.43962,0.140875,1.89721,10.4777
50,7.22179,0.14425,2.19933,9.56537
51,8.75175,0.136375,2.02333,10.9115
52,7.36608,0.149625,2.31275,9.82846
53,8.34358,0.165625,2.10208,10.6113
54,7.31358,0.148583,1.88504,9.34721
55,8.41425,0.138375,1.86221,10.4148
56,7.19454,0.137875,1.95417,9.28658
57,8.18583,0.137875,1.99575,10.3195
58,7.18504,0.181,2.21479,9.58083
59,8.28075,0.158708,2.12525,10.5647
60,7.08142,0.173458,2.08225,9.33713
61,8.19942,0.146625,2.07987,10.4259
62,7.00867,0.143666,2.06621,9.21854
63,8.2455,0.154834,2.18538,10.5857
64,7.1105,0.15075,1.85575,9.117
65,8.24567,0.144708,2.09542,10.4858
66,7.46517,0.141417,1.89371,9.50029
67,8.1395,0.153583,2.01683,10.3099
68,7.40821,0.141458,2.22854,9.77821
69,8.19696,0.154084,2.04721,10.3983
70,6.97863,0.15125,2.21096,9.34083
71,8.14475,0.13925,2.05733,10.3413
72,7.16946,0.151917,2.01146,9.33283
73,8.11946,0.146041,1.99092,10.2564
74,6.92154,0.140166,1.97171,9.03342
75,8.17854,0.137875,1.8845,10.2009
76,6.96575,0.135667,1.89079,8.99221
77,8.06071,0.142334,2.12817,10.3312
78,7.03313,0.140958,1.93608,9.11017
79,8.08392,0.184167,2.0025,10.2706
80,7.01154,0.142084,1.98346,9.13708
81,8.07117,0.140292,1.88425,10.0957
82,6.99313,0.136625,2.04246,9.17221
