frame,input_simulation_ms,ui_ms,world_ms,screen_ms,display_ms,total_ms
0,0.304417,0.6795,1.55008,0.483834,4.1e-05,3.01788
1,0.33425,0.650625,1.53662,0.491084,0.000916,3.0135
2,0.42475,0.661958,8.05213,0.446333,0.001209,9.58638
3,0.386166,0.799459,1.62154,0.452875,0.000959,3.261
4,0.59525,0.781458,1.66787,0.457375,0.001542,3.5035
5,0.479542,0.711416,2.11687,0.564042,0.000958,3.87283
6,0.326541,0.66275,1.65475,0.399834,0.000333,3.04421
7,0.314958,0.661958,1.56042,0.421417,0.000625,2.95938
8,0.329083,0.702042,3.62833,0.4375,0.000709,5.09767
9,0.384333,0.662,1.29529,0.389583,0.0005,2.73171
10,0.273125,0.635459,2.14225,0.417125,0.000208,3.46817
11,0.295709,0.70525,1.49092,0.414875,0.003167,2.90992
12,0.305916,0.655417,1.41288,0.381083,0.00075,2.75604
13,0.273375,0.65225,1.77196,0.449917,0.0005,3.148
14,0.351916,0.719917,1.98275,0.425875,0.000833,3.48129
15,0.320875,0.644125,1.83792,0.417833,4.2e-05,3.22079
16,0.282916,0.64575,1.70358,0.454,4.1e-05,3.08629
17,0.334,0.653667,1.48196,0.396042,0.000875,2.86654
18,0.302625,0.636167,1.82433,0.406334,0.000208,3.16967
19,0.282417,0.672291,1.59696,0.40375,0.000333,2.95575
20,0.325833,0.644458,1.36042,0.41275,0.000917,2.74437
21,0.320959,0.651708,1.41204,0.398916,0,2.78362
22,0.297875,0.685208,1.35921,0.401667,0.000458,2.74442
23,0.320583,0.640792,1.17221,0.374875,0.000375,2.50883
24,0.263708,0.627209,1.546,0.394708,0,2.83162
25,0.258583,0.664458,1.27908,0.408583,0.000583,2.61129
26,0.320333,0.655625,1.31963,0.390333,0.000584,2.6865
27,0.291666,0.634875,1.19408,0.405166,0.000375,2.52617
28,0.342333,0.653959,1.25517,0.435334,0.000458,2.68725
29,0.368875,0.695375,1.18788,0.383416,0.00025,2.63579
30,0.270083,0.62475,1.48679,0.434875,0.000167,2.81667
31,0.282333,0.640375,1.21775,0.439792,4.2e-05,2.58029
32,0.312791,0.643625,1.33688,0.399125,0.000334,2.69275
33,0.304209,0.63325,1.13983,0.394583,0.000167,2.47204
34,0.320583,0.6525,1.20071,0.42375,0.000416,2.59796
35,0.322667,0.667667,1.16629,0.369959,0.000416,2.527
36,0.26325,0.644625,1.13217,0.363958,0.000333,2.40433
37,0.250542,0.657125,1.19896,0.373542,4.2e-05,2.48021
38,0.269209,0.684625,1.3645,0.409916,4.2e-05,2.72829
39,0.313625,0.64525,1.152,0.37275,0.000292,2.48392
40,0.268375,0.627959,1.30929,0.389834,0.000208,2.59567
41,0.270583,0.662417,1.26412,0.401041,4.2e-05,2.59821
42,0.30025,0.637584,1.15837,0.380583,0.000333,2.47713
43,0.273708,0.62575,1.143,0.402042,0.00025,2.44475
44,0.330292,0.654708,1.36954,0.401875,0.000166,2.75658
45,0.357875,0.710292,1.20546,0.385917,0.000167,2.65971
46,0.272292,0.634875,1.13071,0.388208,0.00025,2.42633
47,0.295709,0.655625,1.17325,0.409916,4.2e-05,2.53454
48,0.336,0.6655,1.16546,0.370375,4.1e-05,2.53737
49,0.2555,0.637,1.12329,0.357542,0.00025,2.37358
50,0.24525,0.648167,1.67371,0.392834,0.0005,2.96046
51,0.295958,0.696,1.20887,0.384917,0.00025,2.586
52,0.300708,0.640125,1.13971,0.362167,0.000292,2.443
53,0.25975,0.628084,1.25962,0.399833,0.000208,2.5475
54,0.27925,0.655459,1.21883,0.377417,0.000208,2.53117
55,0.264209,0.627125,1.12688,0.357916,0.000125,2.37625
56,0.243167,0.621458,1.25283,0.384791,4.2e-05,2.50229
57,0.2805,0.642625,1.19125,0.399375,0.000291,2.51404
58,0.271625,0.64225,1.15167,0.357459,0.000166,2.42317
59,0.257,0.623459,1.11392,0.353417,0.000208,2.348
60,0.244084,0.674,1.13271,0.354125,0.00025,2.40517
