frame,input_simulation_ms,ui_ms,world_ms,screen_ms,display_ms,total_ms
0,4.2e-05,0.162333,1.44162,0.410709,0.000458,2.01517
1,0,0.106916,2.21263,0.419125,0.000459,2.73913
2,4.2e-05,0.114166,1.53683,5.7305,0.000958,7.3825
3,0,0.158083,1.74017,0.413916,0.00075,2.31292
4,0.000167,0.1085,1.85142,0.415792,0.000583,2.37646
5,4.1e-05,0.112667,1.52992,0.412208,0.000292,2.05512
6,0.000125,0.120958,1.88813,0.479042,0.0005,2.48875
7,0,0.117875,1.53879,0.415375,0.0005,2.07254
8,4.1e-05,0.102625,1.55608,2.28154,0.00075,3.94104
9,4.2e-05,0.144583,1.60546,0.403917,0.000292,2.15429
10,0.000125,0.107875,1.58387,0.449125,0.0005,2.1415
11,0,0.127125,1.66775,0.4445,0.001125,2.2405
12,0,0.120958,2.23592,0.432041,0.0005,2.78942
13,0.000125,0.113875,1.57671,0.425083,0.00025,2.11604
14,0.000209,0.134208,1.74558,0.63625,0.004834,2.52108
15,0,0.204833,1.88963,0.414083,4.2e-05,2.50858
16,0,0.119416,1.64829,0.433417,0.000166,2.20129
17,4.2e-05,0.108125,1.60283,0.469083,0.000834,2.18092
18,4.2e-05,0.107833,1.64587,0.570333,0.000292,2.32437
19,0,0.132375,1.41517,0.442,0.000208,1.98975
20,0,0.11425,1.52533,0.507709,0,2.14729
21,0,0.125917,1.29412,0.398333,0.000292,1.81867
22,0.000208,0.104667,1.65329,0.426583,0.000333,2.18508
23,0,0.115458,1.20175,0.376834,8.3e-05,1.69413
24,0,0.103125,1.35092,0.432584,0.000333,1.88696
25,4.2e-05,0.121916,1.2465,0.415084,4.1e-05,1.78358
26,4.2e-05,0.105375,1.1375,0.499833,0,1.74275
27,0,0.093542,1.31096,0.411375,0,1.81587
28,0,0.168583,1.38371,0.439458,0.000458,1.99221
29,0,0.116542,1.32917,0.385542,0.000167,1.83142
30,0,0.098167,1.39071,0.366542,0.00025,1.85567
31,0,0.091292,1.10675,0.366083,0.000125,1.56425
32,0,0.0925,1.626,0.493709,4.1e-05,2.21225
