frame,simulation_ms,ui_ms,render_ms,total_ms
0,2.62675,0.12575,2.16075,4.91325
1,2.90958,0.107917,2.51017,5.52767
2,2.75667,0.1425,2.23563,5.13479
3,2.90483,0.112625,2.05883,5.07629
4,2.86858,0.114,1.99683,4.97942
5,2.89304,0.10425,2.07117,5.06846
6,2.66375,0.110208,1.92283,4.69679
7,3.00762,0.131291,4.4705,7.60942
8,2.67404,0.112709,2.05533,4.84208
9,2.87746,0.108833,1.89958,4.88588
10,2.76238,0.129375,2.27171,5.16346
11,2.85992,0.112,2.02183,4.99375
12,2.79042,0.110042,1.90229,4.80275
13,2.92108,0.103458,5.41379,8.43833
14,2.75438,0.117167,1.77812,4.64967
15,2.84404,0.110292,1.67442,4.62875
16,2.71196,0.140583,1.95013,4.80267
17,2.83379,0.104792,2.01775,4.95633
18,2.70229,0.109291,1.87158,4.68317
19,2.86996,0.11375,1.81021,4.79392
20,2.75913,0.120208,1.65279,4.53212
21,2.9045,0.103167,1.79563,4.80329
22,2.71,0.108167,1.64808,4.46625
23,2.86108,0.121125,1.76963,4.75183
24,2.56721,0.102458,1.66117,4.33083
25,2.93892,0.10475,9.26633,12.31
26,2.69408,0.116417,1.68379,4.49429
27,3.05067,0.11825,1.7035,4.87242
28,2.62542,0.095875,1.76104,4.48233
29,2.96787,0.1115,1.66517,4.74454
30,2.70521,0.104458,2.02025,4.82992
31,2.89325,0.101708,1.86133,4.85629
32,2.65975,0.104459,1.77883,4.54304
33,2.89379,0.103292,1.64517,4.64225
34,2.79154,0.115166,1.76233,4.66904
35,2.83175,0.10075,1.78238,4.71488
36,2.73729,0.110916,1.88104,4.72925
37,2.84742,0.098125,1.83579,4.78133
38,2.82138,0.115667,1.66013,4.59717
39,2.90754,0.10525,1.74258,4.75537
40,2.63396,0.10475,1.647,4.38571
41,2.89308,0.116666,1.79633,4.80608
42,2.61458,0.107792,1.69908,4.42146
43,2.94454,0.107208,7.61425,10.666
44,2.71796,0.111291,1.67133,4.50058
45,2.89475,0.105959,1.83046,4.83117
46,2.60267,0.104958,1.60017,4.30779
47,2.84187,0.144875,1.73713,4.72387
48,2.59488,0.098667,1.644,4.33754
49,2.90579,0.109083,1.79775,4.81262
50,2.56133,0.107666,1.9775,4.6465
51,2.90437,0.106792,1.67579,4.68696
52,2.64221,0.112916,1.67283,4.42796
53,3.01217,0.104291,1.68742,4.80387
54,2.6085,0.115875,1.76029,4.48467
55,2.77208,0.103416,1.74729,4.62279
56,2.66475,0.137458,1.82167,4.62387
57,2.78604,0.107583,1.69225,4.58587
58,2.75237,0.112666,1.68192,4.54696
59,2.82467,0.097042,1.77967,4.70137
60,2.69238,0.102042,1.63862,4.43304
61,2.75592,0.097917,1.85038,4.70421
62,2.88167,0.119333,1.68054,4.68154
63,2.85867,0.100875,1.78471,4.74425
64,2.56942,0.104542,1.66608,4.34004
65,2.84708,0.107542,1.818,4.77262
66,2.59762,0.102917,1.72667,4.42721
67,2.94396,0.113208,1.72975,4.78692
68,2.72296,0.112791,1.81025,4.646
69,2.87312,0.104041,1.68483,4.662
70,2.542,0.096916,2.03475,4.67367
71,2.995,0.105042,1.63054,4.73058
72,2.609,0.103666,1.85325,4.56592
73,2.866,0.111084,1.65104,4.62812
74,2.62179,0.105792,1.78704,4.51462
75,2.78296,0.10225,1.63621,4.52142
76,2.72779,0.102875,1.71079,4.54146
77,2.75133,0.094125,1.64354,4.489
78,2.72667,0.1045,1.80742,4.63858
79,2.78117,0.105708,1.7985,4.68537
80,2.73633,0.116542,1.70762,4.5605
81,2.88654,0.102709,1.73808,4.72733
82,2.63121,0.113708,1.65129,4.39621
83,2.8735,0.097334,1.782,4.75283
84,2.61212,0.104583,1.7095,4.42621
85,2.92875,0.127583,1.69017,4.7465
86,2.61458,0.099916,1.663,4.3775
87,2.94325,0.102541,1.64729,4.69308
88,2.53858,0.091125,1.75937,4.38908
89,2.95954,0.109959,1.64146,4.71096
90,2.54275,0.098333,2.11667,4.75775
91,2.90492,0.115166,1.68663,4.70671
92,2.60338,0.1015,1.72575,4.43063
93,2.75687,0.10125,1.60638,4.4645
94,2.57871,0.101083,1.77221,4.452
95,2.82917,0.105125,1.63342,4.56771
96,2.68883,0.105791,1.87096,4.66558
97,2.83767,0.111875,1.74892,4.69846
98,2.74887,0.105625,1.66421,4.51871
99,2.75729,0.112792,1.73921,4.60929
100,2.67821,0.108292,1.65367,4.44017
101,2.76871,0.110583,1.67983,4.55912
102,2.66921,0.100792,1.74929,4.51929
103,2.81171,0.113583,1.78454,4.70983
104,2.65792,0.113292,1.65688,4.42808
105,2.83204,0.118917,1.73967,4.69062
106,2.5965,0.101,1.63746,4.33496
107,2.938,0.118458,1.71692,4.77337
108,2.52808,0.098834,1.85525,4.48217
109,2.92567,0.124916,1.68983,4.74042
110,2.58637,0.102333,2.02329,4.712
111,2.89871,0.104333,1.65046,4.6535
112,2.58142,0.101625,1.73096,4.414
113,2.75517,0.105166,1.64692,4.50725
114,2.69017,0.099,1.81012,4.59929
115,2.77942,0.106792,1.61846,4.50467
116,2.68671,0.109625,1.74883,4.54517
117,2.82604,0.100875,1.69479,4.62171
118,2.74021,0.107291,1.634,4.4815
119,2.72367,0.091541,1.75242,4.56762
120,2.71742,0.112083,1.80012,4.62962
121,2.86692,0.136459,1.74046,4.74383
122,2.66162,0.109791,1.67067,4.44208
123,2.76829,0.101333,1.74804,4.61767
124,2.62421,0.099625,1.64342,4.36725
125,2.83508,0.11225,1.83025,4.77758
126,2.57758,0.104625,1.73096,4.41317
127,2.87146,0.114625,1.69063,4.67671
128,2.64271,0.099,1.70496,4.44667
129,2.87663,0.109458,1.65567,4.64175
130,2.53538,0.092084,2.02204,4.6495
131,2.89375,0.107791,1.65254,4.65408
132,2.65867,0.107791,1.89787,4.66433
133,2.88396,0.114625,1.65575,4.65433
134,2.61771,0.104375,1.82179,4.54387
135,2.81842,0.107416,1.66787,4.59371
136,2.74704,0.104375,1.63933,4.49075
137,2.74346,0.092625,1.70254,4.53862
138,2.71442,0.102084,1.78412,4.60062
139,2.79312,0.09775,1.74246,4.63333
140,2.66429,0.106666,1.69071,4.46167
141,2.769,0.13725,1.71975,4.626
142,2.66063,0.102709,1.73533,4.49867
143,2.83954,0.110875,1.74533,4.69575
144,2.58363,0.106084,1.73258,4.42229
145,2.787,0.126375,1.80029,4.71367
146,2.53054,0.106167,1.65446,4.29117
147,2.88825,0.107625,1.63783,4.63371
148,2.56038,0.093292,1.68833,4.342
149,2.88779,0.10625,1.64196,4.636
150,2.58671,0.093458,2.08771,4.76788
151,2.91613,0.127792,1.69871,4.74263
152,2.67154,0.101167,1.70121,4.47392
153,2.90796,0.103625,1.63596,4.64754
154,2.61942,0.10575,1.75533,4.4805
155,2.72313,0.100833,1.82412,4.64808
156,2.63642,0.139167,1.79313,4.56871
157,2.76429,0.105833,1.65125,4.52137
158,2.69029,0.108375,1.63221,4.43088
159,2.71729,0.094333,1.75467,4.56629
160,2.72296,0.105375,1.64192,4.47025
161,2.73312,0.095667,1.824,4.65279
162,2.7885,0.119708,1.684,4.59221
163,2.72296,0.100875,1.71942,4.54325
164,2.55417,0.11375,1.63496,4.30288
165,2.81454,0.100459,1.77142,4.68642
166,2.54471,0.103334,1.61621,4.26425
167,2.79133,0.112375,1.84496,4.74867
168,2.59267,0.115417,1.65338,4.36146
169,2.83092,0.103834,1.66483,4.59958
170,2.61704,0.099417,1.986,4.70246
171,2.88687,0.108333,1.63529,4.6305
172,2.53112,0.099708,1.7045,4.33533
173,2.86171,0.107083,1.75329,4.72208
174,2.62954,0.120625,1.72421,4.47438
175,2.79521,0.11125,1.65242,4.55887
176,2.59621,0.101625,1.75421,4.45204
177,2.71371,0.100583,1.61858,4.43288
178,2.555,0.104417,1.71817,4.37758
179,2.72275,0.099833,1.71887,4.54146
