frame,input_ms,ui_ms,draw_ms,total_ms
0,0.015667,0.063583,1.13504,1.21429
1,0.013125,0.062209,1.1875,1.26283
2,0.017334,0.071916,1.27108,1.36033
3,0.012917,0.062167,3.32304,3.39812
4,0.017583,0.072375,1.11771,1.20767
5,0.012542,0.063375,1.11025,1.18617
6,0.017917,0.05825,1.16142,1.23758
7,0.011458,0.058292,1.14617,1.21592
8,0.014667,0.058,1.0685,1.14117
9,0.010875,0.054208,1.10542,1.1705
10,0.0135,0.055333,1.15921,1.22804
11,0.011875,0.054792,1.58433,1.651
12,0.016958,0.064667,1.09904,1.18067
13,0.011625,0.05925,1.07579,1.14667
14,0.014166,0.056125,1.14108,1.21138
15,0.010958,0.059,1.09833,1.16829
16,0.013042,0.051375,1.09167,1.15608
17,0.009542,0.053417,1.05363,1.11658
18,0.012625,0.049166,1.24483,1.30662
19,0.0105,0.053,1.14288,1.20637
20,0.0145,0.058125,1.10617,1.17879
21,0.011958,0.055125,1.11625,1.18333
22,0.016375,0.050417,1.12283,1.18962
23,0.009833,0.04875,1.07442,1.133
24,0.012625,0.048542,1.10971,1.17088
25,0.009417,0.050833,1.09654,1.15679
26,0.013333,0.055125,0.963833,1.03229
27,0.00925,0.048458,0.984334,1.04204
28,0.012458,0.047292,0.986041,1.04579
29,0.010417,0.050125,1.03567,1.09621
30,0.01225,0.050584,0.976583,1.03942
31,0.009917,0.049417,1.03575,1.09508
32,0.012667,0.05,1.03596,1.09862
33,0.010417,0.049042,1.13829,1.19775
34,0.013875,0.055,1.06854,1.13742
35,0.012208,0.05475,0.999208,1.06617
36,0.013292,0.051917,0.993333,1.05854
37,0.009416,0.048375,1.00612,1.06392
38,0.016666,0.0475,1.02408,1.08825
39,0.010542,0.050125,1.05404,1.11471
40,0.013167,0.051417,1.27887,1.34346
41,0.020125,0.08925,1.05337,1.16275
42,0.020375,0.068167,1.02533,1.11387
43,0.014667,0.062833,0.998417,1.07592
44,0.01675,0.054541,1.07225,1.14354
45,0.012,0.058042,1.00167,1.07171
46,0.015791,0.066334,0.996583,1.07871
47,0.011666,0.053042,1.17388,1.23858
48,0.014625,0.059166,1.02179,1.09558
49,0.010833,0.051542,1.00454,1.06692
50,0.014041,0.049459,1.00254,1.06604
51,0.011042,0.050916,1.02929,1.09125
52,0.014834,0.051083,0.98075,1.04667
53,0.013458,0.064,1.01546,1.09292
54,0.016917,0.050083,1.01287,1.07987
55,0.010458,0.050834,1.47625,1.53754
56,0.016125,0.062542,1.05104,1.12971
57,0.0115,0.056166,1.03833,1.106
58,0.013208,0.053417,0.991125,1.05775
59,0.011,0.051291,1.05763,1.11992
60,0.019833,0.094375,1.03729,1.1515
61,0.01075,0.0515,1.04425,1.1065
62,0.011916,0.048542,1.24313,1.30358
63,0.0185,0.129458,1.17358,1.32154
64,0.01325,0.055,1.03642,1.10467
65,0.010333,0.05,1.06825,1.12858
66,0.012292,0.052666,1.21008,1.27504
67,0.011417,0.054458,1.102,1.16787
68,0.013167,0.052292,1.059,1.12446
69,0.009833,0.051083,1.11267,1.17358
70,0.017625,0.054208,1.08183,1.15367
71,0.011042,0.055292,0.999125,1.06546
72,0.013167,0.051833,1.00212,1.06713
73,0.01025,0.050709,1.05896,1.11992
74,0.014708,0.05475,1.05567,1.12512
75,0.011333,0.056417,1.06075,1.1285
76,0.014,0.053917,0.992291,1.06021
77,0.010125,0.052625,1.10692,1.16967
78,0.01425,0.06075,1.05675,1.13175
79,0.011,0.058583,1.00513,1.07471
80,0.015084,0.059791,1.351,1.42588
81,0.01025,0.05875,1.31879,1.38779
82,0.029667,0.14175,1.17092,1.34233
83,0.011208,0.057417,1.10717,1.17579
84,0.013125,0.055875,1.52188,1.59088
85,0.011,0.057875,1.10508,1.17396
86,0.013542,0.055583,1.07854,1.14767
87,0.010167,0.051625,1.21279,1.27458
88,0.014125,0.058875,1.06133,1.13433
89,0.0095,0.051542,1.08333,1.14437
90,0.012708,0.051417,1.11158,1.17571
91,0.021416,0.1345,1.293,1.44892
92,0.013791,0.062709,1.11558,1.19208
93,0.010875,0.055041,1.063,1.12892
94,0.014625,0.059458,1.26137,1.33546
95,0.016542,0.06,1.07371,1.15025
96,0.01225,0.052833,1.00075,1.06583
97,0.009791,0.04875,1.03667,1.09521
98,0.0125,0.049584,0.994875,1.05696
99,0.010125,0.046542,1.18017,1.23683
100,0.013208,0.053042,1.08475,1.151
101,0.011583,0.057042,1.04062,1.10925
102,0.018541,0.055709,1.07696,1.15121
103,0.011,0.057458,1.02483,1.09329
104,0.013208,0.053167,1.07142,1.13779
105,0.0105,0.052875,1.03475,1.09813
106,0.012708,0.051125,1.17367,1.2375
107,0.0115,0.058875,1.10804,1.17842
108,0.014292,0.062,1.1585,1.23479
109,0.014416,0.065334,1.14579,1.22554
110,0.013542,0.055708,1.03071,1.09996
111,0.010583,0.05325,1.0815,1.14533
112,0.012833,0.052583,1.06883,1.13425
113,0.010959,0.055958,1.15417,1.22108
114,0.013125,0.053792,1.13883,1.20575
115,0.012,0.061583,1.08112,1.15471
116,0.014875,0.06,1.107,1.18188
117,0.010292,0.056416,1.07229,1.139
118,0.024417,0.056208,1.04871,1.12933
119,0.009875,0.052125,1.08275,1.14475
