frame,simulation_ms,ui_ms,render_ms,total_ms
0,7.19613,0.14575,2.41471,9.75658
1,8.72712,0.144417,4.45517,13.3267
2,7.38213,0.144542,2.22692,9.75358
3,8.61517,0.179708,2.36167,11.1565
4,7.374,0.153125,2.13163,9.65875
5,8.56542,0.13825,2.46963,11.1733
6,7.34138,0.145333,2.30333,9.79004
7,8.85075,0.143917,2.38629,11.381
8,7.32429,0.153916,1.99608,9.47429
9,8.37617,0.145167,1.88508,10.4064
10,7.77983,0.142416,2.24763,10.1699
11,8.69475,0.175334,2.07642,10.9465
12,7.34967,0.14475,1.87429,9.36871
13,8.40117,0.15125,2.00546,10.5579
14,7.29425,0.145041,1.89663,9.33592
15,8.58425,0.149958,1.9585,10.6927
16,7.0975,0.138916,2.10442,9.34083
17,8.46487,0.146334,1.86604,10.4772
18,7.16838,0.141708,1.85958,9.16967
19,8.45712,0.141291,2.02637,10.6248
20,7.21462,0.208334,1.93508,9.35804
21,8.7285,0.181125,2.30958,11.2192
22,7.37442,0.142208,1.87742,9.39404
23,8.38742,0.139625,1.84146,10.3685
24,7.22171,0.146125,2.09333,9.46117
25,8.70808,0.150792,2.10046,10.9593
26,7.195,0.1695,1.87846,9.24296
27,8.52721,0.152791,1.86738,10.5474
28,7.16646,0.146875,1.85267,9.166
29,8.42529,0.141459,1.92996,10.4967
30,7.16925,0.153792,2.47825,9.80129
31,8.55687,0.142958,1.93725,10.6371
32,7.76258,0.14625,1.879,9.78783
33,8.37771,0.150042,1.85137,10.3791
34,7.16242,0.142666,1.90746,9.21254
35,8.44138,0.16275,2.17813,10.7822
36,7.09742,0.166916,2.42417,9.6885
37,8.71342,0.143833,2.17617,11.0334
38,7.20783,0.142042,1.84288,9.19275
39,8.29604,0.146042,1.98513,10.4272
40,7.31592,0.146833,1.99687,9.45963
41,8.29963,0.168375,1.93192,10.3999
42,7.15883,0.144084,2.01154,9.31446
43,8.41088,0.141208,1.85417,10.4062
44,7.12196,0.142708,1.90933,9.174
45,8.55221,0.151667,2.27875,10.9826
46,7.288,0.200333,1.97917,9.4675
47,8.33829,0.147208,1.88033,10.3658
48,7.24367,0.14825,2.03842,9.43033
49,8.28513,0.141042,2.01883,10.445
50,7.41779,0.227208,2.38833,10.0333
51,8.77021,0.139208,1.87033,10.7797
52,7.43358,0.146875,2.15963,9.74008
53,8.28138,0.140208,2.08083,10.5024
54,7.20613,0.147625,2.042,9.39575
55,8.49775,0.172292,2.06721,10.7372
56,7.21579,0.170333,1.94996,9.33608
57,8.18538,0.143833,1.85154,10.1807
58,7.12613,0.140125,1.84983,9.11608
59,8.21358,0.140542,2.06529,10.4194
60,7.34387,0.150292,1.95296,9.44712
61,8.41038,0.141625,1.87454,10.4265
62,7.25887,0.141333,1.87504,9.27525
63,8.09646,0.142459,1.84317,10.0821
64,7.24579,0.139,1.84796,9.23275
65,8.29058,0.143542,2.32575,10.7599
66,7.50917,0.144875,2.15821,9.81225
67,8.21629,0.145083,1.88096,10.2423
68,7.24983,0.138833,2.13037,9.51904
69,8.28654,0.146,1.93783,10.3704
70,7.01542,0.139959,2.3385,9.49387
71,8.363,0.173,2.19479,10.7308
72,7.23729,0.140708,1.9305,9.3085
73,8.19754,0.15075,1.86979,10.2181
74,7.01825,0.138292,1.86267,9.01921
75,8.15133,0.139209,2.02958,10.3201
76,7.12854,0.155417,1.92758,9.21154
77,8.47942,0.16275,2.35508,10.9972
78,7.20475,0.147625,1.88454,9.23692
79,8.25096,0.138375,1.86138,10.2507
80,7.04983,0.137709,1.84754,9.03508
81,8.22904,0.17075,1.97762,10.3774
82,7.18854,0.1625,2.06083,9.41188
83,8.28179,0.152,1.95767,10.3915
84,7.11167,0.143542,1.86183,9.11704
85,8.18567,0.138167,1.85462,10.1785
86,7.60817,0.137,2.02438,9.76954
87,8.20833,0.146375,1.99004,10.3447
88,7.03646,0.159334,2.18217,9.37796
89,8.59262,0.148459,1.96979,10.7109
90,7.55033,0.144292,2.31225,10.0069
91,8.71487,0.154791,2.23817,11.1078
92,7.14108,0.136875,2.05788,9.33583
93,8.12979,0.140542,1.87062,10.141
94,7.12863,0.141,1.99792,9.26754
95,8.25325,0.144541,1.87237,10.2702
96,7.06404,0.13575,1.92108,9.12087
97,8.10929,0.148083,1.94529,10.2027
