frame,input_ms,ui_ms,draw_ms,total_ms
0,0.010708,0.03975,0.945542,0.996
1,0.009584,0.036708,0.917417,0.963709
2,0.009792,0.044708,1.09892,1.15342
3,0.009958,0.04325,2.46121,2.51442
4,0.012625,0.043458,1.05404,1.11013
5,0.00825,0.037083,1.00883,1.05417
6,0.0115,0.035,0.982084,1.02858
7,0.007542,0.03525,0.964416,1.00721
8,0.009042,0.03425,0.978541,1.02183
9,0.007583,0.037333,0.979417,1.02433
10,0.009666,0.034584,0.933291,0.977541
11,0.00725,0.03375,1.35742,1.39842
12,0.009542,0.035875,0.973333,1.01875
13,0.008,0.038208,0.9665,1.01271
14,0.009417,0.033666,0.967334,1.01042
15,0.007708,0.034417,0.914,0.956125
16,0.009333,0.034167,0.977375,1.02087
17,0.007334,0.036666,1.04392,1.08792
18,0.009458,0.038042,1.04521,1.09271
19,0.008208,0.036,1.00342,1.04763
20,0.009208,0.035459,0.975,1.01967
21,0.007792,0.043167,0.88825,0.939209
22,0.014417,0.037041,0.970875,1.02233
23,0.007417,0.034333,0.991583,1.03333
24,0.009458,0.041,1.01346,1.06392
25,0.007042,0.03525,0.975292,1.01758
26,0.009375,0.034709,0.86575,0.909834
27,0.007292,0.034583,0.898209,0.940084
28,0.008459,0.033333,0.876125,0.917917
29,0.007125,0.034875,0.956125,0.998125
30,0.009291,0.035709,0.914041,0.959041
31,0.008667,0.034667,0.880708,0.924042
32,0.008334,0.034666,0.887459,0.930459
33,0.006917,0.0335,1.19708,1.2375
34,0.011208,0.048375,1.02346,1.08304
35,0.00775,0.042167,0.941125,0.991042
36,0.010709,0.043791,0.960417,1.01492
37,0.008,0.043625,0.99225,1.04388
38,0.010459,0.044333,0.90175,0.956542
39,0.007209,0.036791,0.922,0.966
40,0.009042,0.036917,0.96175,1.00771
41,0.010375,0.038875,0.961125,1.01038
42,0.009416,0.042542,0.898292,0.95025
43,0.006916,0.035667,0.851042,0.893625
44,0.008541,0.035959,0.897833,0.942333
45,0.009084,0.033875,0.878833,0.921792
46,0.008625,0.033791,0.864709,0.907125
47,0.006833,0.0335,0.994708,1.03504
48,0.008792,0.035,0.931083,0.974875
49,0.006875,0.033875,0.913667,0.954417
50,0.008917,0.035958,0.950167,0.995042
51,0.009083,0.035917,0.864208,0.909208
52,0.010416,0.0345,0.859875,0.904791
53,0.006833,0.042,0.880125,0.928958
54,0.011458,0.037,0.887209,0.935667
55,0.007333,0.033667,0.97275,1.01375
56,0.00975,0.03425,1.01904,1.06304
57,0.006958,0.035708,0.915959,0.958625
58,0.009333,0.03375,0.936042,0.979125
59,0.007583,0.037792,1.04258,1.08796
60,0.009042,0.03825,0.891791,0.939083
61,0.006959,0.03425,0.876291,0.9175
62,0.008625,0.033375,0.99125,1.03325
63,0.007125,0.033875,0.87475,0.91575
64,0.008708,0.033417,0.878833,0.920958
65,0.006959,0.033083,0.905875,0.945917
66,0.008917,0.033542,0.874833,0.917292
67,0.007,0.033208,1.01004,1.05025
68,0.009041,0.038292,0.97,1.01733
69,0.007,0.035042,0.927417,0.969459
70,0.008833,0.0345,0.883875,0.927208
71,0.006958,0.033625,0.875417,0.916
72,0.008334,0.033583,0.87975,0.921667
73,0.006875,0.033417,0.874,0.914292
74,0.009083,0.034167,0.914666,0.957916
75,0.006833,0.033625,0.904583,0.945041
76,0.009167,0.042166,0.988959,1.04029
77,0.006917,0.03575,0.965958,1.00863
78,0.008917,0.03425,0.903792,0.946959
79,0.006792,0.033292,0.86575,0.905834
80,0.008291,0.033292,0.872708,0.914291
81,0.006667,0.033291,0.87925,0.919208
82,0.008417,0.033125,0.919416,0.960958
83,0.006917,0.034375,0.920875,0.962167
84,0.00875,0.034875,1.091,1.13462
85,0.007333,0.041917,0.942667,0.991917
86,0.008792,0.037792,0.90475,0.951334
87,0.00675,0.033875,0.866083,0.906708
88,0.008417,0.033333,0.887167,0.928917
89,0.006833,0.033333,0.877042,0.917208
90,0.008625,0.033291,0.879542,0.921458
91,0.006875,0.034292,0.974125,1.01529
92,0.008666,0.034459,0.89625,0.939375
93,0.00675,0.036167,0.973916,1.01683
94,0.009,0.040166,0.919584,0.96875
95,0.006708,0.034833,0.892584,0.934125
96,0.008417,0.033917,0.867708,0.910042
97,0.006833,0.033417,0.887417,0.927667
98,0.008542,0.033792,0.895333,0.937667
99,0.006792,0.032875,0.988541,1.02821
100,0.01025,0.035459,0.906541,0.95225
101,0.00675,0.034,0.90625,0.947
102,0.011125,0.044417,1.01858,1.07412
103,0.008208,0.041084,0.914458,0.96375
104,0.008666,0.035334,0.896125,0.940125
105,0.006667,0.033458,0.931667,0.971792
106,0.010208,0.035084,1.02238,1.06767
107,0.006917,0.035625,0.915458,0.958
108,0.008458,0.033542,0.939292,0.981292
109,0.006834,0.034958,0.885208,0.927
110,0.008958,0.033625,0.997,1.03958
111,0.007167,0.037625,0.931458,0.97625
112,0.00925,0.03425,0.882083,0.925583
113,0.006708,0.033708,0.961917,1.00233
114,0.008541,0.035709,0.878708,0.922958
115,0.006792,0.034042,0.873416,0.91425
116,0.008625,0.033625,0.909417,0.951667
117,0.006834,0.035458,0.888042,0.930334
118,0.018667,0.03625,0.906458,0.961375
119,0.007209,0.0355,0.999583,1.04229
