frame,input_simulation_ms,ui_ms,world_ms,screen_ms,display_ms,total_ms
0,0.307583,0.637958,1.45542,0.398583,0.000542,2.80008
1,0.27925,0.63025,1.44829,0.432416,0.000292,2.7905
2,0.271583,0.661042,4.40104,0.399333,0.0005,5.7335
3,0.293916,0.634459,1.44162,0.383041,0.0005,2.75354
4,0.255625,0.649625,1.49663,0.38325,0.000458,2.78558
5,0.282958,0.653042,1.42508,0.394542,0.000458,2.75608
6,0.276166,0.631042,1.50137,0.403083,0.000459,2.81212
7,0.290125,0.693333,1.52475,0.378958,0.000125,2.88729
8,0.270458,0.641208,2.27825,0.380334,0.000583,3.57083
9,0.289,0.687792,1.33488,0.433291,0.000292,2.74525
10,0.293625,0.63575,1.60554,0.3845,0.000667,2.92008
11,0.267958,0.631375,1.32883,0.372375,0.000584,2.60113
12,0.261792,0.626583,1.445,0.391292,0.000292,2.72496
13,0.291167,0.652708,1.33717,0.364166,0.000417,2.64562
14,0.248375,0.641958,1.29521,0.372375,0.00025,2.55817
15,0.2835,0.640166,1.18646,0.388833,0.00025,2.49921
16,0.2835,0.703708,1.25796,0.366541,0.000209,2.61192
17,0.26925,0.637958,1.25537,0.363875,0.000417,2.52687
18,0.255875,0.632458,1.23025,0.378375,0.000459,2.49742
19,0.278041,0.690959,1.216,0.381458,0.000375,2.56683
20,0.342417,0.6315,1.28833,0.380292,0.000208,2.64275
21,0.265708,0.629584,1.16479,0.382667,0.000667,2.44342
22,0.3445,0.662458,1.18063,0.413667,0.000458,2.60171
23,0.32625,0.63675,1.148,0.377375,0.000209,2.48858
24,0.250959,0.630208,1.13242,0.357875,0.00025,2.37171
25,0.2435,0.672959,1.25121,0.411708,0.000417,2.57979
26,0.331125,0.655167,1.26117,0.375375,0.0005,2.62333
27,0.279375,0.655625,1.1575,0.365709,0.000291,2.4585
28,0.252333,0.628292,1.22012,0.35575,0.000208,2.45671
29,0.265792,0.624458,1.22625,0.422709,0.00025,2.53946
30,0.294584,0.666458,1.50154,0.366625,0.000416,2.82963
31,0.263084,0.627416,1.14958,0.375541,0.000209,2.41583
32,0.251416,0.631042,1.33442,0.397333,0.000292,2.6145
33,0.288334,0.635875,1.17613,0.378458,4.2e-05,2.47883
