frame,input_simulation_ms,ui_ms,world_ms,screen_ms,display_ms,total_ms
0,1.37013,0.507833,1.4625,0.41125,4.2e-05,3.75175
1,1.47017,0.542417,1.40083,0.461625,8.3e-05,3.87513
2,1.38621,0.518333,1.19979,0.361375,0.000417,3.46612
3,1.49937,0.569583,1.21183,0.373125,0.000209,3.65413
4,1.34979,0.514667,1.13592,0.362375,0.000291,3.36304
5,1.33904,0.497334,1.39617,0.386459,0.003208,3.62221
6,1.40833,0.544792,1.19138,0.357416,0.000125,3.50204
7,1.42213,0.524167,1.16538,0.489375,0.00025,3.60129
8,1.47396,0.522,1.20254,0.376791,0.000125,3.57542
9,1.41025,0.506209,1.24142,0.364125,0.000417,3.52242
10,1.51838,0.517125,1.48267,0.389791,0.000209,3.90817
11,1.37321,0.494916,1.1705,0.37725,0.000167,3.41604
12,1.37142,0.504916,1.30392,0.405292,0.000208,3.58575
13,1.42842,0.506208,1.1745,0.517167,0.000167,3.62646
14,1.35329,0.514667,1.20467,0.421791,0.000417,3.49483
15,1.39187,0.522542,1.21354,0.375416,0.000209,3.50358
16,1.33896,0.498292,1.21,0.367583,0.000167,3.415
17,1.43779,0.553416,1.17504,0.375958,0.000125,3.54233
18,1.43508,0.492166,1.16842,0.356542,8.3e-05,3.45229
19,1.41587,0.492666,1.29812,0.436625,0.000125,3.64342
20,1.41629,0.557292,1.19679,0.366416,0.000125,3.53692
21,1.42021,0.513625,1.17938,0.382209,0.000125,3.49554
22,1.55638,0.507041,1.22154,0.371083,4.2e-05,3.65608
23,1.40825,0.493209,1.18383,0.377042,0.000166,3.4625
24,1.47933,0.534875,1.18729,0.366125,4.2e-05,3.56767
25,1.44429,0.501208,1.25042,0.506625,0.000125,3.70267
26,1.41608,0.520292,1.3075,0.429791,0.000125,3.67379
27,1.46458,0.544541,1.19813,0.363084,0.000166,3.5705
28,1.42571,0.496041,1.16783,0.400791,8.4e-05,3.49046
29,1.51763,0.513833,1.21079,0.361875,0.000167,3.60429
30,1.41608,0.502125,1.48621,0.358583,0.000167,3.76317
31,1.57671,0.514417,1.17663,0.487541,0.000125,3.75542
32,1.37846,0.502042,1.17213,0.399292,0.000125,3.45204
33,1.36637,0.520166,1.27908,0.378416,0.00025,3.54429
34,1.38512,0.509541,1.18517,0.366792,0.000166,3.44679
35,1.4525,0.523459,1.21279,0.400042,4.2e-05,3.58883
36,1.41521,0.508375,1.21033,0.368875,8.4e-05,3.50287
37,1.38288,0.489625,1.21129,0.446542,0.000333,3.53067
38,1.52333,0.578,1.23083,0.370416,0.000459,3.70304
39,1.41504,0.506541,1.18646,0.357166,0.000334,3.46554
40,1.40754,0.500958,1.29108,0.385459,0.00025,3.58529
41,1.38271,0.540875,1.18813,0.356417,8.3e-05,3.46821
42,1.37363,0.510209,1.18658,0.376208,0.000209,3.44683
43,1.51075,0.517209,1.20483,0.532083,0.000292,3.76517
44,1.40213,0.515375,1.169,0.379,0.000792,3.46629
45,1.59808,0.54,1.18396,0.371542,4.2e-05,3.69362
46,1.39421,0.495375,1.214,0.376125,0.000375,3.48008
47,1.4765,0.516042,1.30942,0.408,0.00025,3.71021
48,1.49558,0.513208,1.17887,0.36625,0.000125,3.55404
49,1.46479,0.496209,1.18971,0.55875,0.000208,3.70967
50,1.51208,0.520042,1.50737,0.371083,0.00025,3.91083
51,1.48583,0.502667,1.18508,0.368334,0.000291,3.54221
52,1.58279,0.506375,1.17846,0.370792,0.000375,3.63879
53,1.46546,0.493958,1.18346,0.386916,0.000584,3.53037
54,1.47529,0.553958,1.29038,0.433958,0.000292,3.75387
55,1.49162,0.512542,1.17392,0.451167,4.2e-05,3.62929
56,1.44375,0.502292,1.27529,0.392584,0.000291,3.61421
57,1.49833,0.535541,1.18167,0.363708,8.4e-05,3.57933
58,1.47579,0.516917,1.19042,0.361833,8.3e-05,3.54504
59,1.59187,0.515292,1.21063,0.368042,0.000125,3.68596
60,1.45796,0.49325,1.2015,0.377333,0.00025,3.53029
61,1.59021,0.53825,1.28267,0.51,0.000125,3.92125
62,1.51721,0.51175,1.20063,0.365834,0.000208,3.59563
63,1.52329,0.524625,1.28646,0.4095,0.0005,3.74437
64,1.66471,0.536875,1.17712,0.371042,0.000125,3.74987
65,1.46246,0.507417,1.19637,0.41475,0.000167,3.58117
66,1.48412,0.512333,1.20983,0.364958,4.2e-05,3.57129
67,1.48596,0.561,1.16808,0.454542,0.000208,3.66979
68,1.67679,0.544792,1.21992,0.36425,0.000292,3.80604
69,1.49404,0.497417,1.23158,0.373375,0.00025,3.59667
70,1.46667,0.564333,1.44996,0.365459,0.000458,3.84687
71,1.45383,0.497875,1.17375,0.354709,0.000291,3.48046
72,1.42354,0.496083,1.26533,0.430541,0.00025,3.61575
73,1.43,0.533792,1.18079,0.449375,0.0005,3.59446
74,1.41508,0.529375,1.25117,0.399666,0.000167,3.59546
75,1.52667,0.518,1.22396,0.369042,8.3e-05,3.63775
76,1.4095,0.492666,1.19946,0.35775,0.00025,3.45962
77,1.55462,0.555333,1.197,0.372958,0.00025,3.68017
78,1.449,0.49525,1.17521,0.361625,8.4e-05,3.48117
79,1.52608,0.50425,1.30054,0.453875,0.0005,3.78525
80,1.4685,0.524834,1.18604,0.365917,8.3e-05,3.54537
81,1.48975,0.497416,1.19125,0.397209,0.000458,3.57608
82,1.56579,0.50925,1.20171,0.372083,0.000417,3.64925
83,1.45383,0.493958,1.22513,0.387292,0.000125,3.56033
84,1.61688,0.517083,1.19887,0.376667,0.000125,3.70962
85,1.48625,0.49,1.24825,0.512292,4.1e-05,3.73683
86,1.49904,0.574958,1.25283,0.373167,0.000167,3.70017
87,1.50754,0.514166,1.18871,0.362041,0.0005,3.57296
88,1.46308,0.503209,1.31404,0.390542,0.00025,3.67112
89,1.49429,0.532292,1.17767,0.364916,0.000125,3.56929
90,1.43496,0.50525,1.48329,0.3985,0.000125,3.82213
91,1.50588,0.503292,1.17296,0.467417,0.000125,3.64967
92,1.47683,0.512291,1.18075,0.359375,0.000292,3.52954
93,1.58571,0.547667,1.274,0.400167,4.1e-05,3.80758
94,1.54217,0.5075,1.18475,0.380833,0.00025,3.6155
95,1.50133,0.512792,1.3035,0.373875,4.2e-05,3.69154
96,1.49696,0.518584,1.18708,0.364333,0.000542,3.5675
97,1.53046,0.556375,1.22583,0.501375,0.00025,3.81429
98,1.62079,0.532291,1.24267,0.367833,0.000125,3.76371
99,1.58262,0.5425,1.40621,0.404708,0.000125,3.93617
100,1.55221,0.563958,1.265,0.3885,0.000125,3.76979
101,1.5115,0.529834,1.48492,0.417667,0.000333,3.94425
102,1.52608,0.51175,1.22892,0.387959,4.1e-05,3.65475
103,1.51804,0.492625,1.18217,0.519083,0.000625,3.71254
104,1.66108,0.537125,1.21287,0.37175,0.00275,3.78558
105,1.52417,0.49525,1.18329,0.36675,0.000208,3.56967
106,1.49517,0.498,1.25817,0.415625,0.000125,3.66708
107,1.66117,0.560458,1.22012,0.369792,0.000375,3.81192
108,1.50042,0.512417,1.209,0.420542,0.000375,3.64275
109,1.54833,0.504917,1.23846,0.466625,4.2e-05,3.75838
110,1.49083,0.513375,1.45575,0.369417,0.00025,3.82963
111,1.62708,0.525959,1.19683,0.405083,0.000125,3.75508
112,1.52546,0.499333,1.27292,0.370666,8.4e-05,3.66846
113,1.57592,0.567791,1.21767,0.375125,0.000375,3.73687
114,1.53975,0.496709,1.17917,0.375,0.000542,3.59117
115,1.50267,0.494167,1.26412,0.508667,0.000625,3.77025
