frame,simulation_ms,ui_ms,render_ms,total_ms
0,12.2722,0.175583,2.9475,15.3953
1,13.6845,0.165083,2.25237,16.102
2,11.6727,0.163875,2.60446,14.441
3,13.5382,0.200875,2.743,16.482
4,12.2028,0.162875,2.69496,15.0607
5,13.4917,0.16925,2.19313,15.8541
6,11.958,0.163208,2.09971,14.2209
7,13.6648,0.17075,2.56217,16.3977
8,12.0809,0.176875,2.34508,14.6029
9,13.0302,0.168209,2.30846,15.5069
10,11.9673,0.164708,2.51587,14.6479
11,13.23,0.162583,2.18246,15.575
12,11.9371,0.166875,2.11758,14.2216
13,13.2475,0.161083,2.13967,15.5483
14,11.8687,0.167292,3.22175,15.2577
15,13.305,0.209667,2.24279,15.7575
16,11.8173,0.171542,2.16337,14.1522
17,13.5058,0.167166,2.09246,15.7654
18,12.0029,0.162458,2.11596,14.2813
19,14.0473,0.163833,2.11071,16.3218
20,11.5795,0.175458,2.4,14.155
21,13.2049,0.172916,2.20288,15.5807
22,12.1056,0.162834,2.07925,14.3477
23,13.7005,0.1725,2.55533,16.4283
24,12.5971,0.165041,2.58346,15.3456
25,13.418,0.1645,2.25646,15.839
26,11.7939,0.199,2.28396,14.2768
27,13.5545,0.176166,2.62554,16.3562
28,12.0208,0.158458,2.07692,14.2562
29,13.4011,0.17425,2.08513,15.6605
30,11.9606,0.174,2.56004,14.6946
31,12.9138,0.196167,2.58962,15.6995
32,11.8741,0.193333,2.25858,14.326
33,13.1641,0.162459,2.2105,15.5371
34,11.8925,0.175542,2.12983,14.1978
35,14.3385,0.167458,2.55546,17.0615
36,12.2281,0.166,2.54729,14.9414
37,14.0845,0.170667,2.26542,16.5206
38,11.9305,0.174666,2.32563,14.4308
39,12.9648,0.161459,2.33742,15.4637
40,11.897,0.163375,2.09308,14.1535
41,13.2443,0.226791,2.25913,15.7302
42,11.8422,0.209375,2.13996,14.1915
43,13.33,0.1705,3.25271,16.7532
44,11.9422,0.24225,2.17112,14.3555
45,12.9446,0.169167,2.1765,15.2903
46,12.3368,0.168167,2.52333,15.0283
47,13.2215,0.164417,2.19883,15.5848
48,11.8828,0.2195,3.00683,15.1091
49,13.2969,0.212875,2.32921,15.839
50,11.6468,0.2035,2.48813,14.3384
51,13.305,0.16375,2.69221,16.1609
52,12.0809,0.175,2.07983,14.3358
53,12.9239,0.186125,2.16562,15.2757
54,11.5659,0.168125,2.44358,14.1776
55,13.5458,0.172417,2.2755,15.9938
56,13.2869,0.174458,2.48979,15.9512
57,13.3812,0.168958,2.17175,15.7219
58,11.8679,0.182375,2.13871,14.189
59,13.0457,0.18175,2.12392,15.3513
60,11.5821,0.163708,2.35838,14.1042
61,13.2487,0.165541,2.20571,15.62
62,11.7442,0.166375,2.06413,13.9747
63,13.1698,0.167958,2.178,15.5157
64,12.1193,0.209125,2.47679,14.8052
65,13.8537,0.205542,3.01525,17.0745
66,12.5072,0.167292,2.32871,15.0032
67,13.4286,0.17725,2.21208,15.8179
68,11.9593,0.199333,2.07542,14.234
69,13.1164,0.163583,2.196,15.476
70,11.663,0.203708,2.58329,14.45
71,13.1497,0.199791,2.87312,16.2226
72,12.5213,0.167083,2.21825,14.9066
73,13.0963,0.164834,2.73721,15.9983
74,12.1355,0.161208,2.55012,14.8468
75,13.5147,0.166167,2.56142,16.2422
76,11.9698,0.165625,2.16275,14.2982
77,12.7454,0.199958,2.62496,15.5703
78,11.993,0.161292,2.82963,14.9839
79,13.0387,0.183125,2.12363,15.3455
80,11.9929,0.170916,2.46592,14.6297
81,13.0446,0.186334,2.10821,15.3392
82,11.8576,0.195458,2.19292,14.246
83,13.0669,0.166875,2.94229,16.176
84,12.2599,0.173084,2.82279,15.2558
85,13.3118,0.157375,2.67996,16.1491
86,12.0158,0.163375,2.50113,14.6803
87,12.9198,0.174167,2.11992,15.2139
88,11.3535,0.194834,2.34533,13.8937
89,12.8622,0.167708,2.18396,15.2139
90,12.4787,0.17,2.50117,15.1499
91,14.201,0.171542,2.66087,17.0335
92,11.9965,0.160166,2.0795,14.2361
93,12.5879,0.167875,2.09179,14.8476
94,11.3756,0.163875,2.21617,13.7557
95,12.8732,0.161625,2.18342,15.2182
96,11.6771,0.183167,2.10783,13.9681
97,12.7956,0.167291,2.11971,15.0826
98,11.5038,0.161667,2.1895,13.855
99,12.5555,0.159667,2.23317,14.9483
100,11.8564,0.175,2.67446,14.7059
101,13.0436,0.160792,2.15004,15.3545
102,11.3605,0.172334,2.189,13.7218
103,12.924,0.171458,2.81513,15.9105
104,11.8263,0.16125,2.10067,14.0883
105,13.0628,0.181709,2.5635,15.808
106,11.6149,0.177,2.36858,14.1605
107,12.6401,0.172459,2.18717,14.9998
108,12.518,0.15925,2.68258,15.3598
109,13.4443,0.169375,2.62433,16.238
110,12.0115,0.173875,2.45433,14.6397
111,12.9573,0.177667,2.211,15.346
112,11.7437,0.164166,2.33246,14.2403
113,13.0937,0.1725,2.62471,15.8909
114,11.7175,0.157709,2.10658,13.9818
115,13.018,0.177417,2.53213,15.7276
116,11.7383,0.16025,2.09112,13.9897
117,12.4594,0.172,2.42896,15.0604
118,11.6465,0.169917,2.205,14.0214
119,12.6398,0.161458,2.10333,14.9046
120,11.524,0.192458,2.26083,13.9773
121,12.4567,0.166,2.188,14.8107
122,11.3497,0.1595,2.12392,13.6331
123,13.8049,0.158792,2.64746,16.6111
124,12.1791,0.210292,2.57154,14.961
125,12.8647,0.161167,2.11942,15.1453
126,11.6275,0.179875,2.21796,14.0253
127,12.4715,0.159166,2.18629,14.817
128,11.8202,0.162417,2.18892,14.1716
129,13.1258,0.184375,2.86821,16.1784
130,11.7484,0.215458,2.70133,14.6652
131,12.7774,0.231333,2.25804,15.2668
132,11.6451,0.164333,2.0965,13.906
133,12.5863,0.161125,2.15625,14.9037
134,11.4741,0.210917,2.54688,14.2319
135,12.726,0.219875,2.20875,15.1546
136,12.516,0.173584,2.16667,14.8562
137,12.9276,0.185833,2.14829,15.2617
138,12.0007,0.166334,2.59354,14.7605
139,12.643,0.181375,2.30354,15.128
140,11.5199,0.163541,2.25671,13.9402
141,13.631,0.165958,2.18683,15.9838
142,11.659,0.176584,2.16121,13.9968
143,12.7335,0.180083,2.175,15.0885
144,12.5485,0.178584,3.03987,15.7669
145,13.545,0.168792,2.36817,16.082
146,12.6251,0.174,2.45333,15.2525
147,12.8701,0.2085,2.23563,15.3142
