frame,input_ms,ui_ms,draw_ms,total_ms
0,0.013375,0.05625,9.47488,9.5445
1,0.012584,0.067333,9.49762,9.57754
2,0.011416,0.054,10.3548,10.4202
3,0.012542,0.068042,17.7138,17.7944
4,0.022333,0.093334,9.376,9.49167
5,0.01625,0.072083,9.47417,9.5625
6,0.017833,0.06275,9.32142,9.402
7,0.012916,0.061709,9.671,9.74563
8,0.014833,0.057375,9.058,9.13021
9,0.012083,0.054209,9.04433,9.11063
10,0.013583,0.0525,9.27708,9.34317
11,0.010167,0.052792,9.51746,9.58042
12,0.013,0.059542,9.13596,9.2085
13,0.011625,0.058041,9.14171,9.21138
14,0.013209,0.053125,9.22158,9.28792
15,0.009792,0.050208,9.08808,9.14808
16,0.012458,0.053834,9.44313,9.50942
17,0.009542,0.05425,9.13063,9.19442
18,0.011875,0.050833,8.47958,8.54229
19,0.009834,0.051333,8.37363,8.43479
20,0.011583,0.048459,8.33875,8.39879
21,0.009875,0.049833,8.24575,8.30546
22,0.011,0.047625,8.2395,8.29813
23,0.008875,0.049958,8.23383,8.29267
24,0.011625,0.048542,8.34683,8.407
25,0.009375,0.049417,8.81646,8.87525
26,0.012458,0.051,8.29129,8.35475
27,0.0095,0.05075,8.35725,8.4175
28,0.023709,0.067125,8.37608,8.46692
29,0.00975,0.051667,8.26508,8.3265
30,0.0135,0.060583,8.47642,8.5505
31,0.01,0.059708,8.38883,8.45854
32,0.011667,0.054291,8.52913,8.59508
33,0.010083,0.049792,8.2605,8.32038
34,0.014375,0.056083,8.29283,8.36329
35,0.009375,0.049583,8.57013,8.62908
36,0.012042,0.050041,8.32133,8.38342
37,0.009125,0.050292,8.24121,8.30063
38,0.0155,0.049625,8.3025,8.36763
39,0.010416,0.052917,8.30687,8.37021
40,0.01925,0.094083,8.19983,8.31317
41,0.009292,0.0515,8.38562,8.44642
42,0.011791,0.0535,8.19142,8.25671
43,0.009125,0.052,8.32104,8.38217
44,0.010792,0.048791,8.261,8.32058
45,0.00925,0.049167,8.17188,8.23029
46,0.011542,0.049541,9.15683,9.21792
47,0.011834,0.052833,8.56558,8.63025
48,0.01525,0.067833,8.66458,8.74767
49,0.011875,0.055042,8.44175,8.50867
50,0.011041,0.050542,8.32046,8.38204
51,0.009541,0.048209,8.26004,8.31779
52,0.015292,0.059042,8.3545,8.42883
53,0.008583,0.050625,8.48504,8.54425
54,0.013625,0.063625,8.43088,8.50812
55,0.009125,0.049334,8.193,8.25146
56,0.010959,0.0485,8.50392,8.56338
57,0.008625,0.053375,8.36367,8.42567
58,0.011833,0.048334,8.40067,8.46083
59,0.008792,0.0525,8.32458,8.38588
60,0.012708,0.0495,8.5095,8.57171
61,0.008667,0.051875,8.41271,8.47325
62,0.011083,0.049958,8.59625,8.65729
63,0.010333,0.048875,8.43958,8.49879
64,0.012792,0.049917,8.48087,8.54358
65,0.009,0.049333,8.35342,8.41175
66,0.01075,0.048,8.56183,8.62058
67,0.00875,0.049916,8.47792,8.53658
68,0.011125,0.0485,8.71442,8.77404
69,0.00925,0.048959,8.24717,8.30537
70,0.016333,0.049292,8.30275,8.36838
71,0.009625,0.046417,8.42758,8.48362
72,0.011875,0.049667,8.28917,8.35071
73,0.00925,0.048542,8.30608,8.36388
74,0.011916,0.049875,8.70542,8.76721
75,0.009042,0.048583,8.37908,8.43671
76,0.012292,0.050583,8.32888,8.39175
77,0.009042,0.050666,8.25317,8.31288
78,0.010958,0.047958,8.37779,8.43671
79,0.009,0.049042,8.22413,8.28217
80,0.0115,0.047584,8.05213,8.11121
81,0.0085,0.050875,8.41479,8.47417
82,0.0115,0.047167,8.33346,8.39213
83,0.010667,0.051375,8.17821,8.24025
84,0.01125,0.048417,8.28513,8.34479
85,0.009792,0.04675,8.11325,8.16979
86,0.010709,0.044875,8.31842,8.374
87,0.008917,0.050583,8.70071,8.76021
88,0.011166,0.047875,8.58137,8.64042
89,0.008792,0.048333,8.53242,8.58954
90,0.012375,0.049917,8.33517,8.39746
91,0.009167,0.051,8.50871,8.56888
92,0.01025,0.052584,8.21196,8.27479
93,0.008666,0.047709,8.40775,8.46412
94,0.011208,0.053458,8.03229,8.09696
95,0.009,0.048917,8.33287,8.39079
96,0.010917,0.04825,8.68429,8.74346
97,0.009208,0.050875,8.45787,8.51796
98,0.011791,0.049959,8.24817,8.30992
99,0.01025,0.061583,8.30283,8.37467
100,0.011959,0.055416,8.20608,8.27346
101,0.008625,0.046416,8.49167,8.54671
102,0.015209,0.063583,8.19525,8.27404
103,0.017916,0.061709,8.35242,8.43204
104,0.01125,0.057708,8.61688,8.68583
105,0.009416,0.0535,8.12592,8.18883
106,0.021833,0.07225,8.27846,8.37254
107,0.008834,0.050416,8.07525,8.1345
108,0.012125,0.046292,8.18758,8.246
109,0.008834,0.060458,8.09892,8.16821
110,0.011083,0.047125,8.4185,8.47671
111,0.009833,0.0645,8.56288,8.63721
112,0.014667,0.065958,8.24196,8.32258
113,0.00925,0.059334,8.09871,8.16729
114,0.014292,0.059833,8.44875,8.52288
115,0.008333,0.053917,8.22004,8.28229
116,0.01075,0.048375,8.4385,8.49762
117,0.008417,0.059333,8.26775,8.3355
118,0.011416,0.05075,8.62825,8.69042
119,0.01225,0.05575,8.28262,8.35063
