frame,input_ms,ui_ms,draw_ms,total_ms
0,0.010042,0.036,1.01963,1.06567
1,0.008542,0.039416,1.1365,1.18446
2,0.010292,0.042125,1.15204,1.20446
3,0.00925,0.037458,2.93288,2.97958
4,0.009916,0.038792,1.19017,1.23887
5,0.007417,0.040166,1.03167,1.07925
6,0.014875,0.046666,1.07154,1.13308
7,0.007416,0.034917,0.969458,1.01179
8,0.010166,0.039834,0.940333,0.990333
9,0.007292,0.0365,0.990958,1.03475
10,0.009625,0.035625,0.960083,1.00533
11,0.007417,0.035167,1.35658,1.39917
12,0.009375,0.034583,1.10704,1.151
13,0.007708,0.035167,1.03575,1.07862
14,0.011,0.043125,1.04087,1.095
15,0.0075,0.03725,0.985083,1.02983
16,0.00925,0.034875,1.02504,1.06917
17,0.007542,0.035291,0.972625,1.01546
18,0.01,0.035625,1.25983,1.30546
19,0.007042,0.034208,0.901375,0.942625
20,0.010125,0.039583,0.898167,0.947875
21,0.007375,0.03425,0.917042,0.958667
22,0.012916,0.033917,1.02713,1.07396
23,0.007416,0.036959,1.0135,1.05787
24,0.011792,0.0345,1.03729,1.08358
25,0.006875,0.031834,0.941125,0.979834
26,0.008875,0.034292,0.898958,0.942125
27,0.007125,0.034167,0.887083,0.928375
28,0.008792,0.033667,0.919166,0.961625
29,0.007416,0.039542,0.875125,0.922083
30,0.009458,0.034625,0.931917,0.976
31,0.007458,0.039542,1.02462,1.07163
32,0.008667,0.036583,0.908,0.95325
33,0.006667,0.042875,1.01754,1.06708
34,0.009584,0.036125,0.886125,0.931834
35,0.007084,0.034375,0.870291,0.91175
36,0.008917,0.033916,0.942917,0.98575
37,0.007416,0.034667,0.875375,0.917458
38,0.009333,0.033708,0.905542,0.948583
39,0.008917,0.0395,0.963625,1.01204
40,0.009292,0.038042,1.02892,1.07625
41,0.007125,0.036209,0.999791,1.04313
42,0.00875,0.034417,0.970292,1.01346
43,0.007042,0.033833,0.964334,1.00521
44,0.008834,0.034,1.044,1.08683
45,0.008958,0.035834,0.994375,1.03917
46,0.009208,0.036042,1.13492,1.18017
47,0.007667,0.038791,1.57404,1.6205
48,0.012125,0.038666,0.965667,1.01646
49,0.006833,0.033125,0.879292,0.91925
50,0.008792,0.034167,1.03038,1.07333
51,0.007125,0.034375,0.872875,0.914375
52,0.009541,0.034209,1.06458,1.10833
53,0.007084,0.035875,0.9005,0.943459
54,0.014166,0.034459,0.97225,1.02087
55,0.007958,0.040042,1.09225,1.14025
56,0.012792,0.038625,0.991958,1.04337
57,0.007167,0.034,0.862833,0.904
58,0.00925,0.034,0.951625,0.994875
59,0.007166,0.03375,0.945417,0.986333
60,0.008625,0.033584,1.11688,1.15908
61,0.007,0.034,0.878667,0.919667
62,0.009042,0.033417,1.12375,1.16621
63,0.007583,0.046167,0.914708,0.968458
64,0.00925,0.035,0.966542,1.01079
65,0.007042,0.033625,0.893125,0.933792
66,0.008917,0.03375,0.907,0.949667
67,0.007542,0.03375,0.86325,0.904542
68,0.009083,0.03375,0.913542,0.956375
69,0.007375,0.033666,0.930959,0.972
70,0.009208,0.033958,1.02092,1.06408
71,0.006875,0.033833,0.97875,1.01946
72,0.012583,0.047542,1.04175,1.10187
73,0.007291,0.036792,0.876208,0.920291
74,0.009,0.033667,0.900833,0.9435
75,0.007083,0.034417,0.892542,0.934042
76,0.008959,0.033583,0.90625,0.948792
77,0.007292,0.034292,0.995083,1.03667
78,0.009334,0.034375,0.923166,0.966875
79,0.007167,0.0335,0.943875,0.984542
80,0.009917,0.038708,1.05587,1.1045
81,0.007583,0.036125,0.891167,0.934875
82,0.008625,0.03425,1.036,1.07888
83,0.006916,0.034042,0.894875,0.935833
84,0.00975,0.035292,0.983416,1.02846
85,0.007209,0.034916,0.8945,0.936625
86,0.009167,0.033458,0.947208,0.989833
87,0.00725,0.034,0.889167,0.930417
88,0.014833,0.038167,0.978666,1.03167
89,0.007542,0.041,0.907708,0.95625
90,0.009209,0.03425,0.996583,1.04004
91,0.007333,0.035084,0.949833,0.99225
92,0.008708,0.03725,1.05254,1.0985
93,0.0065,0.031292,0.906375,0.944167
94,0.008792,0.033541,0.920292,0.962625
95,0.006875,0.033375,0.954542,0.994792
96,0.009084,0.036625,0.905166,0.950875
97,0.007042,0.034,0.920791,0.961833
98,0.009542,0.033833,1.09413,1.1375
99,0.007375,0.034,0.99325,1.03462
100,0.010583,0.03475,1.05675,1.10208
101,0.006917,0.0335,0.894042,0.934459
102,0.008584,0.033208,0.920375,0.962167
103,0.007,0.03375,0.945083,0.985833
104,0.010375,0.043458,0.946083,0.999916
105,0.006458,0.033417,0.90625,0.946125
106,0.00875,0.034375,0.962667,1.00579
107,0.009375,0.034584,0.921041,0.965
108,0.008667,0.033375,1.02258,1.06462
109,0.006958,0.033292,0.882166,0.922416
110,0.008917,0.033708,1.04425,1.08688
111,0.006958,0.0335,0.911042,0.9515
112,0.009458,0.036625,0.920042,0.966125
113,0.007083,0.033375,1.02462,1.06508
114,0.009791,0.044042,0.961333,1.01517
115,0.006916,0.033709,0.899208,0.939833
116,0.0095,0.03375,0.932375,0.975625
117,0.006875,0.033875,0.880417,0.921167
118,0.019375,0.034,1.06192,1.11529
119,0.007125,0.034542,0.885458,0.927125
