frame,input_ms,ui_ms,draw_ms,total_ms
0,0.017208,0.117167,8.26812,8.4025
1,0.012417,0.0675,8.79754,8.87746
2,0.014334,0.054458,8.97038,9.03917
3,0.011417,0.056458,12.8236,12.8915
4,0.014667,0.062583,8.36846,8.44571
5,0.010584,0.053833,8.0965,8.16092
6,0.011834,0.052291,8.61225,8.67638
7,0.009833,0.060417,8.25933,8.32958
8,0.014291,0.061667,8.68271,8.75867
9,0.010125,0.0605,8.73154,8.80217
10,0.017166,0.061542,9.03067,9.10938
11,0.010417,0.064041,7.84288,7.91733
12,0.014583,0.065833,7.85538,7.93579
13,0.010625,0.057292,8.46646,8.53438
14,0.013667,0.052125,8.39504,8.46083
15,0.012833,0.061042,8.18383,8.25771
16,0.013084,0.056333,8.20446,8.27388
17,0.010333,0.054959,8.86042,8.92571
18,0.013375,0.064792,8.52771,8.60587
19,0.01125,0.060041,7.62287,7.69417
20,0.012084,0.052125,8.32792,8.39213
21,0.01025,0.052583,7.61454,7.67737
22,0.012458,0.051959,7.94133,8.00575
23,0.01,0.050583,8.28388,8.34446
24,0.012417,0.055458,8.14888,8.21675
25,0.011,0.055625,8.01475,8.08137
26,0.011833,0.049292,7.90721,7.96833
27,0.009666,0.048834,7.48508,7.54358
28,0.0115,0.049125,7.96354,8.02417
29,0.009291,0.04925,7.3805,7.43904
30,0.011292,0.049625,8.00083,8.06175
31,0.009292,0.048875,8.05708,8.11525
32,0.012125,0.050125,8.48746,8.54971
33,0.009667,0.053,8.15283,8.2155
34,0.012584,0.051208,8.39217,8.45596
35,0.01,0.052167,8.20675,8.26892
36,0.012875,0.052042,7.88025,7.94517
37,0.009791,0.053459,8.15879,8.22204
38,0.012708,0.053125,8.05946,8.12529
39,0.016125,0.049875,7.62383,7.68983
40,0.011667,0.055625,8.19692,8.26421
41,0.009584,0.050208,7.59175,7.65154
42,0.0115,0.047791,8.16846,8.22775
43,0.011333,0.052334,7.61546,7.67912
44,0.011291,0.054334,8.26675,8.33238
45,0.016583,0.055042,8.2025,8.27412
46,0.011959,0.0535,8.35867,8.42413
47,0.008958,0.054459,7.77217,7.83558
48,0.010792,0.047583,8.26054,8.31892
49,0.013083,0.057959,8.15892,8.22996
50,0.0125,0.097625,7.41967,7.52979
51,0.008958,0.048792,8.01088,8.06863
52,0.012584,0.053708,8.02983,8.09613
53,0.011917,0.0655,9.509,9.58642
54,0.014667,0.075542,9.71779,9.808
55,0.01025,0.05375,8.56267,8.62667
56,0.011583,0.050042,8.11333,8.17496
57,0.009583,0.049959,8.28071,8.34025
58,0.013,0.053875,8.29438,8.36125
59,0.009167,0.050042,7.85463,7.91383
60,0.010875,0.049167,8.14329,8.20333
61,0.009792,0.054791,7.61017,7.67475
62,0.010792,0.046792,8.05113,8.10871
63,0.009833,0.060917,7.3385,7.40925
64,0.019041,0.084667,7.08638,7.19008
65,0.017292,0.066625,7.10158,7.1855
66,0.015417,0.071375,7.31483,7.40163
67,0.012667,0.055166,7.75925,7.82708
68,0.013625,0.054167,7.66338,7.73117
69,0.011958,0.058209,7.35083,7.421
70,0.013416,0.052875,7.92083,7.98712
71,0.010208,0.056292,7.84321,7.90971
72,0.013,0.061125,7.59071,7.66483
73,0.00975,0.056459,7.30625,7.37246
74,0.01325,0.050834,8.00696,8.07104
75,0.019584,0.0935,7.79979,7.91287
76,0.020334,0.074333,7.715,7.80967
77,0.014583,0.0585,7.40233,7.47542
78,0.01625,0.06925,7.954,8.0395
79,0.011958,0.055125,8.03388,8.10096
80,0.013542,0.05275,7.48688,7.55317
81,0.010709,0.052,7.47925,7.54196
82,0.012584,0.049125,8.07563,8.13733
83,0.01125,0.055959,7.91237,7.97958
84,0.012167,0.051166,8.04162,8.10496
85,0.009917,0.052416,8.01083,8.07317
86,0.012959,0.050625,7.722,7.78558
87,0.009583,0.052292,8.17179,8.23367
88,0.013,0.0515,7.54983,7.61433
89,0.009042,0.049583,8.12438,8.183
90,0.012542,0.050791,7.4675,7.53083
91,0.008958,0.049084,8.03479,8.09283
92,0.012375,0.051833,8.00763,8.07183
93,0.009916,0.052542,7.41908,7.48154
94,0.014166,0.051667,7.77738,7.84321
95,0.009625,0.0495,7.58033,7.63946
96,0.013292,0.051917,8.33154,8.39675
97,0.010541,0.052917,7.383,7.44646
98,0.011833,0.049625,7.80846,7.86992
99,0.014375,0.062,8.05733,8.13371
100,0.015708,0.049792,7.88338,7.94888
101,0.010041,0.050667,7.95967,8.02037
102,0.012084,0.050583,7.87054,7.93321
103,0.010333,0.055125,8.12421,8.18967
104,0.012583,0.055459,7.81754,7.88558
105,0.009667,0.049333,8.03487,8.09388
106,0.011875,0.049458,7.71129,7.77262
107,0.010125,0.049667,7.86412,7.92392
108,0.012292,0.051208,7.48354,7.54704
109,0.008792,0.050667,7.4245,7.48396
110,0.012292,0.046833,8.12442,8.18354
111,0.013458,0.060542,7.98071,8.05471
112,0.011917,0.051125,7.546,7.60904
113,0.011667,0.065542,7.31013,7.38733
114,0.010833,0.046583,7.41121,7.46863
115,0.008625,0.049875,7.87204,7.93054
116,0.011708,0.049417,7.70267,7.76379
117,0.009708,0.050417,7.53163,7.59175
118,0.011875,0.04825,8.17688,8.237
119,0.009833,0.050333,7.98996,8.05012
