frame,input_simulation_ms,ui_ms,world_ms,screen_ms,display_ms,total_ms
0,0.326291,0.706625,1.46608,0.46325,0.001333,2.96358
1,0.376375,0.71525,1.94687,0.402834,0.000583,3.44192
2,0.431,0.706083,5.39762,0.443458,0.001209,6.97938
3,0.390875,0.654792,1.47621,0.383625,0.000667,2.90617
4,0.29475,0.610708,1.81529,0.387333,0.0005,3.10858
5,0.280209,0.656875,1.82108,0.389292,0.0005,3.14796
6,0.3285,0.641375,1.52971,0.420833,0.000875,2.92129
7,0.590458,0.652125,1.46642,0.4265,0.001,3.1365
8,0.392917,0.758,2.54508,0.40775,0.000792,4.10454
9,0.324292,0.684291,1.38037,0.54,0.001834,2.93079
10,0.377583,0.66475,1.91583,0.430875,0.000458,3.3895
11,0.315417,0.613875,1.42229,0.398541,0.001292,2.75142
12,0.291917,0.629375,1.79713,0.395833,0.0005,3.11475
13,0.29275,0.691167,1.46671,0.40175,0.000667,2.85304
14,0.309375,0.650875,1.49958,0.40575,0.000666,2.86625
15,0.319084,0.664583,1.56667,0.439291,0.000917,2.99054
16,0.495084,0.677333,1.45721,0.426125,0.000375,3.05613
17,0.323042,0.6455,1.46825,0.41775,0.000958,2.8555
18,0.297917,0.703833,1.80333,0.420084,0.0005,3.22567
19,0.316542,0.60075,1.45879,0.390625,0.000583,2.76729
20,0.304,0.628583,1.5575,0.48775,0.000917,2.97875
21,0.334667,0.658542,1.42375,0.432583,0.000542,2.85008
22,0.688791,0.688875,1.34737,0.427459,0.000916,3.15342
23,0.363416,0.671542,1.5665,0.395,0.000333,2.99679
24,0.2845,0.623833,1.507,0.434167,0.001042,2.85054
25,0.385542,0.6495,1.18588,0.381458,0.000625,2.603
26,0.282875,0.640167,1.42312,0.49175,0.002458,2.84037
27,0.46975,0.654,1.45596,0.398791,0.00075,2.97925
28,0.320125,0.652125,1.20412,0.372375,0.000209,2.54896
29,0.27625,0.62825,1.28554,0.439708,0.000292,2.63004
30,0.275125,0.653458,1.63596,0.395625,0.000709,2.96088
31,0.311583,0.605084,1.25158,0.37775,0.000125,2.54612
32,0.2785,0.624458,1.31617,0.395583,0.000709,2.61542
33,0.367,0.659042,1.33462,0.408041,0.000625,2.76933
34,0.338708,0.610375,1.35833,0.394667,0.000292,2.70237
35,0.306,0.654792,1.32012,0.391458,0.000292,2.67267
36,0.2785,0.624084,1.30975,0.490666,0.000542,2.70354
37,0.373,0.654167,1.19875,0.385583,0.000209,2.61171
38,0.269166,0.615209,1.278,0.38875,0.000166,2.55129
39,0.294708,0.633708,1.31633,0.41375,4.1e-05,2.65854
40,0.320541,0.696125,1.2,0.387709,0.000375,2.60475
41,0.279875,0.621542,1.18617,0.36125,0.00025,2.44908
42,0.274625,0.648292,1.40942,0.403042,0.00075,2.73612
43,0.308208,0.696875,1.30842,0.404333,0.00025,2.71808
44,0.297334,0.635541,1.32642,0.399333,0.000334,2.65896
45,0.281458,0.643334,1.33912,0.378208,0.000208,2.64233
46,0.290542,0.702625,1.29337,0.386083,0.000292,2.67292
47,0.28275,0.646792,1.18771,0.368292,0.000625,2.48617
48,0.251708,0.615667,1.17417,0.367584,0.00025,2.40937
49,0.249333,0.619458,1.39017,0.408417,0.000583,2.66796
50,0.304334,0.635875,1.54629,0.385834,0.000416,2.87275
51,0.276166,0.620375,1.25713,0.385959,0.000166,2.53979
52,0.266042,0.615583,1.32958,0.385709,0.000166,2.59708
53,0.291541,0.623709,1.14183,0.369708,0.000209,2.427
54,0.26275,0.616375,1.15779,0.355125,0.000584,2.39262
55,0.247125,0.671667,1.20367,0.431833,0.000167,2.55446
56,0.301708,0.669959,1.28117,0.381542,0.00075,2.63512
57,0.277916,0.616334,1.16521,0.358333,0.0005,2.41829
58,0.250541,0.652417,1.14325,0.422458,0.000292,2.46896
59,0.388416,0.6315,1.17483,0.361791,0.000209,2.55675
60,0.24375,0.609459,1.14888,0.35325,0.000166,2.3555
61,0.244959,0.610583,1.28096,0.364625,0.000542,2.50167
62,0.27575,0.689709,1.40213,0.391375,0.00025,2.75921
63,0.292125,0.626375,1.18454,0.3645,0.000584,2.46813
64,0.244958,0.612792,1.16404,0.384709,0.000458,2.40696
65,0.275458,0.634125,1.16779,0.396458,0.00025,2.47408
66,0.308791,0.643417,1.1595,0.356542,0.000166,2.46842
67,0.266417,0.612041,1.14508,0.353083,0.000167,2.37679
68,0.239083,0.609875,1.312,0.36475,0.000334,2.52604
69,0.263125,0.691292,1.29396,0.417667,0.00025,2.66629
70,0.284334,0.625458,1.42204,0.360916,0.000292,2.69304
71,0.248625,0.611708,1.18625,0.363709,4.1e-05,2.41033
72,0.254209,0.620333,1.36608,0.3865,0.000167,2.62729
73,0.281541,0.621792,1.15746,0.353209,0.000166,2.41417
74,0.239708,0.618084,1.26012,0.374875,0.0005,2.49329
75,0.317875,0.622625,1.20837,0.392167,0.0005,2.54154
76,0.293167,0.688667,1.16725,0.357083,0.000208,2.50637
77,0.251959,0.613375,1.15279,0.349375,0.000167,2.36767
78,0.241125,0.635083,1.17008,0.350542,0.000125,2.39696
79,0.270208,0.690375,1.2625,0.368125,0.0005,2.59171
80,0.2665,0.622541,1.23788,0.366125,0.000209,2.49325
81,0.258625,0.615916,1.14521,0.357666,0.0005,2.37792
82,0.281042,0.627125,1.27629,0.372875,0.000209,2.55754
83,0.290042,0.638542,1.16383,0.359167,0.000208,2.45179
84,0.248833,0.612584,1.14175,0.351458,0.000167,2.35479
85,0.269083,0.62025,1.16117,0.447083,0.00025,2.49783
86,0.285708,0.678542,1.38254,0.368417,0.00025,2.71546
87,0.290708,0.614292,1.15842,0.354125,0.000375,2.41792
88,0.255708,0.618084,1.159,0.353416,0.000125,2.38633
89,0.251875,0.697125,1.28475,0.37075,0.00025,2.60475
90,0.276959,0.6175,1.41929,0.35525,0.000167,2.66917
91,0.250917,0.610666,1.178,0.364542,0.000333,2.40446
92,0.255542,0.611916,1.38342,0.395958,0.000334,2.64717
93,0.294834,0.6245,1.13921,0.361125,0.00025,2.41992
94,0.251916,0.612459,1.10996,0.353125,0.000333,2.32779
95,0.26875,0.624042,1.16892,0.406708,0.000458,2.46888
96,0.289083,0.673917,1.16208,0.361625,0.000167,2.48687
97,0.265375,0.618416,1.08608,0.35025,4.1e-05,2.32017
98,0.24025,0.617333,1.22792,0.367041,4.2e-05,2.45258
99,0.279791,0.722,1.21087,0.371417,0.000208,2.58429
100,0.341834,0.625625,1.14904,0.360375,0.0005,2.47737
101,0.267708,0.61425,1.24333,0.360792,0.000167,2.48625
102,0.256709,0.638375,1.27113,0.375791,0.000167,2.54217
103,0.287125,0.621709,1.10621,0.363167,0.000166,2.37838
104,0.246875,0.611209,1.21883,0.396958,0.00025,2.47412
105,0.28725,0.641584,1.28208,0.411208,0.0005,2.62263
106,0.317792,0.636042,1.14196,0.360958,8.4e-05,2.45683
107,0.249041,0.620834,1.11167,0.351,0.000167,2.33271
108,0.246417,0.616583,1.15621,0.357833,0.000292,2.37733
109,0.240125,0.629792,1.33692,0.387042,0.000208,2.59408
110,0.283333,0.620875,1.49592,0.369333,0.000875,2.77033
111,0.2775,0.618208,1.18487,0.363625,0.000292,2.4445
112,0.253042,0.619625,1.27717,0.416834,4.1e-05,2.56671
113,0.314792,0.625625,1.10425,0.359583,8.3e-05,2.40433
114,0.245,0.6105,1.09238,0.350792,0.0005,2.29917
115,0.339667,0.615417,1.13029,0.391542,0.000292,2.47721
116,0.279875,0.687084,1.26008,0.37725,0.000792,2.60508
117,0.284375,0.624583,1.12492,0.359416,0.00025,2.39354
118,0.243417,0.645958,1.12875,0.360417,4.2e-05,2.37858
119,0.236792,0.632708,1.30713,0.394542,0,2.57117
