frame,input_simulation_ms,ui_ms,world_ms,screen_ms,display_ms,total_ms
0,1.27804,0.504917,1.35254,0.362583,0.000167,3.49825
1,1.31521,0.501542,1.46837,0.45625,8.3e-05,3.74146
2,1.304,0.523542,1.18496,0.365,0.00025,3.37775
3,1.29358,0.527208,1.20425,0.357125,0.000334,3.3825
4,1.47254,0.525625,1.18625,0.358167,0.000375,3.54296
5,1.25729,0.498209,1.19379,0.360084,0.000166,3.30954
6,1.29854,0.536083,1.29529,0.43975,0.000375,3.57004
7,1.31117,0.510458,1.18017,0.456875,4.1e-05,3.45871
8,1.2935,0.510333,1.23908,0.403459,0.000583,3.44696
9,1.31746,0.510917,1.19246,0.355792,0.0005,3.37712
10,1.30688,0.5105,1.44367,0.363667,0.00025,3.62496
11,1.42088,0.517416,1.18696,0.352,0.00025,3.4775
12,1.29696,0.499166,1.19971,0.360458,0.000292,3.35658
13,1.31313,0.500625,1.27358,0.499041,0.000334,3.58671
14,1.28667,0.522875,1.185,0.350583,0.000208,3.34533
15,1.31812,0.5145,1.19808,0.355,0.00025,3.38596
16,1.50583,0.523708,1.16654,0.353958,0.000375,3.55042
17,1.27279,0.494459,1.19321,0.360042,0.00025,3.32075
18,1.38787,0.547625,1.29433,0.371959,4.1e-05,3.60183
19,1.30846,0.500542,1.17783,0.483292,0.000458,3.47058
20,1.34542,0.5085,1.24146,0.427166,0.000209,3.52275
21,1.32987,0.512667,1.20687,0.374208,0.000167,3.42379
22,1.32517,0.497417,1.25192,0.406,4.1e-05,3.48054
23,1.40583,0.524375,1.19738,0.374875,0.000125,3.50258
24,1.30808,0.49075,1.18279,0.373958,0.000667,3.35625
25,1.34004,0.502792,1.27929,0.497834,0.000416,3.62038
26,1.31846,0.516875,1.20296,0.348917,0.000167,3.38738
27,1.29987,0.501417,1.21217,0.389833,4.2e-05,3.40333
28,1.50667,0.529541,1.19158,0.354416,0.000125,3.58233
29,1.28621,0.489333,1.20637,0.348084,0.000208,3.33021
30,1.31196,0.51925,1.54163,0.358875,0.000541,3.73225
31,1.32129,0.49825,1.18362,0.455084,0.000291,3.45854
32,1.43242,0.528375,1.25642,0.409875,0.000292,3.62737
33,1.39029,0.538875,1.20117,0.349291,0.00025,3.47987
34,1.31171,0.511292,1.20775,0.351791,4.2e-05,3.38258
35,1.46779,0.5085,1.21179,0.358875,4.2e-05,3.547
36,1.33408,0.486,1.23558,0.354917,0.000375,3.41096
37,1.48804,0.520208,1.21033,0.455417,0.000208,3.67421
38,1.37688,0.502792,1.18188,0.353042,0.000333,3.41492
39,1.38525,0.502375,1.33171,0.393208,0.000125,3.61267
40,1.32963,0.513458,1.20925,0.347667,0.000125,3.40013
41,1.32933,0.497292,1.18954,0.359,0.00025,3.37542
42,1.36096,0.535458,1.30483,0.365875,0.000667,3.56779
43,1.32742,0.505625,1.17792,0.486125,0.00025,3.49733
44,1.39721,0.528208,1.30212,0.373125,0.000542,3.60121
45,1.46346,0.518958,1.18275,0.353958,0.000417,3.51954
46,1.39733,0.527042,1.20033,0.351167,0.000208,3.47608
47,1.48717,0.515334,1.19529,0.357834,0.000291,3.55592
48,1.35288,0.490458,1.208,0.366667,0.000458,3.41846
49,1.39646,0.554292,1.191,0.459125,0,3.60087
50,1.37104,0.512625,1.43817,0.361625,0.000292,3.68375
51,1.36837,0.518542,1.24117,0.400834,0.001,3.52992
52,1.39562,0.517916,1.19762,0.35975,0.000292,3.47121
53,1.38821,0.511417,1.22221,0.389667,0.00025,3.51175
54,1.5315,0.5295,1.2175,0.367375,0.000292,3.64617
55,1.37813,0.4945,1.23713,0.449042,0.000125,3.55892
56,1.39692,0.555833,1.21692,0.365708,4.2e-05,3.53542
57,1.37462,0.526916,1.196,0.353542,0.000542,3.45162
58,1.44696,0.524667,1.22904,0.395375,8.4e-05,3.59612
59,1.38571,0.539458,1.20267,0.350917,0.000541,3.47929
60,1.44829,0.532958,1.19463,0.351209,0.000208,3.52729
61,1.50638,0.512334,1.19367,0.484875,0.000125,3.69738
62,1.37508,0.503916,1.20654,0.349125,0.000292,3.43496
63,1.42525,0.52475,1.31217,0.427416,0.000292,3.68987
64,1.39125,0.517125,1.19646,0.360209,0.000208,3.46525
65,1.42512,0.514791,1.23742,0.391667,0.000791,3.56979
66,1.42954,0.506417,1.18996,0.350833,0.000125,3.47688
67,1.44504,0.518792,1.18588,0.45575,0.000208,3.60567
68,1.55167,0.530667,1.22113,0.367167,0.0005,3.67112
69,1.38333,0.497375,1.21637,0.382417,0.000208,3.47971
70,1.42237,0.522541,1.54033,0.369541,4.2e-05,3.85483
71,1.39488,0.501709,1.17421,0.353208,0.000167,3.42417
72,1.42962,0.523375,1.22729,0.373708,0.000292,3.55429
73,1.50442,0.50725,1.18504,0.439667,0.000291,3.63667
74,1.41225,0.533667,1.29329,0.364584,0.000208,3.604
75,1.60967,0.528292,1.19846,0.353625,0.000333,3.69037
76,1.392,0.490333,1.22125,0.359292,0.000208,3.46308
77,1.43437,0.555709,1.245,0.364416,0.000209,3.59971
78,1.39463,0.501375,1.18592,0.380583,0.000292,3.46279
79,1.44079,0.522542,1.25946,0.492334,0.000291,3.71542
80,1.40046,0.530583,1.18575,0.354709,0.000208,3.47171
81,1.45679,0.523708,1.21333,0.351375,0.000166,3.54537
82,1.54017,0.5095,1.19942,0.355625,0.000125,3.60483
83,1.42921,0.499125,1.32471,0.399667,0.00025,3.65296
84,1.49829,0.580417,1.20379,0.362041,0.00025,3.64479
85,1.42142,0.499958,1.175,0.432917,0.000458,3.52975
86,1.42496,0.513917,1.26646,0.419667,0.000167,3.62517
87,1.50113,0.519125,1.20646,0.360166,0.000125,3.587
88,1.42679,0.516416,1.21546,0.348541,0.000167,3.50738
89,1.64071,0.527,1.22637,0.36325,0.000125,3.75746
90,1.36512,0.494791,1.45192,0.356625,0.000333,3.66879
91,1.50767,0.533375,1.19971,0.463375,0.000167,3.70429
92,1.41271,0.521959,1.25588,0.382666,0.000375,3.57358
93,1.50571,0.516625,1.35421,0.384834,0.000166,3.76154
94,1.52271,0.528959,1.20575,0.368458,0.000208,3.62608
95,1.53142,0.526875,1.27704,0.418417,8.3e-05,3.75383
96,1.47,0.526417,1.5185,0.373666,0.000167,3.88875
97,1.518,0.522833,1.23612,0.48275,0.000167,3.75988
98,1.69925,0.569959,1.3755,0.401,0.000541,4.04625
99,1.50483,0.528,1.257,0.368083,0.000125,3.65804
100,1.59367,0.525334,1.22683,0.36725,0.000208,3.71329
101,1.46996,0.508167,1.29317,0.362125,4.2e-05,3.63346
102,1.49154,0.568125,1.32212,0.375333,0.000333,3.75746
103,1.4425,0.498958,1.19646,0.437583,0.000375,3.57587
104,1.46692,0.523584,1.3145,0.436541,4.2e-05,3.74158
105,1.42608,0.541959,1.19275,0.352916,0.000167,3.51388
