frame,simulation_ms,ui_ms,render_ms,total_ms
0,12.244,0.169,2.90929,15.3223
1,13.3784,0.175,2.17579,15.7292
2,11.5497,0.174667,2.51204,14.2364
3,13.4478,0.175167,2.68946,16.3125
4,11.892,0.168833,2.80725,14.8681
5,13.4194,0.172084,2.24454,15.836
6,11.8703,0.169375,2.10637,14.1461
7,13.4408,0.167459,2.55421,16.1625
8,11.685,0.169083,2.40862,14.2628
9,13.1863,0.174667,2.21113,15.5721
10,11.664,0.171875,2.532,14.3679
11,13.1771,0.1665,2.07721,15.4208
12,11.8558,0.171458,2.18396,14.2112
13,12.859,0.16775,2.25754,15.2843
14,11.7419,0.161834,3.32604,15.2297
15,13.1198,0.172708,2.18942,15.4819
16,11.9337,0.178667,2.12117,14.2335
17,13.0596,0.171958,2.18262,15.4142
18,11.498,0.168541,2.17475,13.8413
19,13.6785,0.188708,2.15658,16.0238
20,11.5776,0.165917,2.33363,14.0772
21,13.146,0.1725,2.10571,15.4242
22,11.6417,0.163542,2.48233,14.2875
23,13.0738,0.170709,2.62071,15.8652
24,12.106,0.165208,2.58596,14.8572
25,13.022,0.170875,2.25746,15.4503
26,11.838,0.178417,2.10121,14.1177
27,13.4166,0.167666,2.57213,16.1564
28,11.64,0.181833,2.23342,14.0553
29,12.7288,0.1705,2.14942,15.0488
30,11.8094,0.165375,2.43317,14.4079
31,12.9394,0.175584,2.21954,15.3345
32,11.4854,0.232625,2.30783,14.0259
33,12.9443,0.177583,2.16046,15.2823
34,11.5318,0.169542,2.11733,13.8186
35,14.009,0.16225,2.53392,16.7051
36,12.0461,0.173667,2.54504,14.7648
37,13.5476,0.175958,2.29338,16.0169
38,11.597,0.170916,2.28313,14.051
39,12.9424,0.170042,2.27387,15.3863
40,11.5201,0.180458,2.08017,13.7807
41,13.1805,0.175542,2.11437,15.4704
42,11.4264,0.164792,2.28762,13.8788
43,12.9393,0.169875,3.12688,16.236
44,11.9638,0.167833,2.10717,14.2388
45,12.9425,0.170375,2.10842,15.2213
46,11.7065,0.186417,2.69975,14.5926
47,12.8285,0.189083,2.21679,15.2344
48,11.8137,0.164125,2.80879,14.7866
49,13.1903,0.168375,2.174,15.5327
50,11.6275,0.168417,2.45954,14.2555
51,13.0581,0.16925,2.54629,15.7736
52,11.52,0.16225,2.13317,13.8155
53,12.4711,0.167708,2.12279,14.7616
54,11.5869,0.166875,2.22342,13.9772
55,12.9037,0.222458,2.33417,15.4603
56,12.1654,0.163959,2.36063,14.69
57,13.6128,0.173666,2.29675,16.0832
58,12.2672,0.163958,2.17362,14.6047
59,13.0603,0.170333,2.09446,15.3251
60,11.5552,0.199167,2.34687,14.1013
61,12.8733,0.21425,2.36196,15.4495
