frame,input_simulation_ms,ui_ms,world_ms,screen_ms,display_ms,total_ms
0,0.360833,0.72625,1.88829,0.532083,0.000625,3.50808
1,0.30925,0.645708,1.69517,0.539708,0.001292,3.19112
2,0.580167,0.820583,5.00925,0.416584,0.000791,6.82737
3,0.3135,0.634375,1.72196,0.424333,0.0005,3.09467
4,0.378958,0.683459,1.41942,0.425959,0.000916,2.90871
5,0.348792,0.639,1.61992,0.374875,0.000166,2.98275
6,0.247958,0.674833,1.73458,0.42175,0.0005,3.07963
7,0.300417,0.645833,1.53492,0.417708,0.001292,2.90017
8,0.367042,0.738583,2.63733,0.398041,0.000917,4.14192
9,0.389958,0.64425,1.24975,0.384708,0.000417,2.66908
10,0.276042,0.630875,2.03946,0.411875,0.000292,3.35854
11,0.273417,0.688625,1.61171,0.422125,4.2e-05,2.99592
12,0.3045,0.645375,1.42296,0.387792,0.000291,2.76092
13,0.264042,0.642542,1.57454,0.3915,0.000125,2.87275
14,0.258792,0.655833,1.86271,0.405333,0.000542,3.18321
15,0.306667,0.633833,1.31733,0.363416,0.000334,2.62158
16,0.258,0.654584,1.37413,0.382375,4.1e-05,2.66913
17,0.243708,0.659334,1.47229,0.400084,4.1e-05,2.77546
18,0.320125,0.652625,1.28808,0.38225,0.000333,2.64342
19,0.259125,0.649958,1.41575,0.374833,4.2e-05,2.69971
20,0.258792,0.650708,1.76517,0.421083,0.0005,3.09625
21,0.315917,0.631083,1.217,0.396875,0.000583,2.56146
22,0.295125,0.62425,1.32883,0.403458,0.0005,2.65217
23,0.293417,0.681792,1.31146,0.412875,0.000458,2.7
24,0.299959,0.645291,1.15875,0.370584,0.000291,2.47487
25,0.263125,0.618375,1.5355,0.399083,0.000583,2.81667
26,0.286125,0.657459,1.59371,0.465167,0.000583,3.00304
27,0.358667,0.670833,1.24792,0.52025,0.00125,2.79892
28,0.565583,0.636458,1.19413,0.410709,0.000708,2.80758
29,0.29675,0.655209,1.33638,0.396791,0.000334,2.68546
30,0.306583,0.64175,1.45379,0.370292,0.000333,2.77275
31,0.253666,0.623792,1.29388,0.386958,0.000209,2.5585
32,0.259833,0.640417,1.442,0.488833,0.0005,2.83158
33,0.354667,0.664583,1.16529,0.369208,0.000667,2.55442
34,0.2715,0.617667,1.17767,0.373584,0.000791,2.44121
35,0.254958,0.640625,1.21217,0.444458,0.000208,2.55242
36,0.35975,0.69125,1.20604,0.386833,0.0005,2.64438
37,0.287292,0.627625,1.10821,0.408917,0.000333,2.43237
38,0.294041,0.632584,1.44312,0.4935,0.000625,2.86388
39,0.354083,0.675292,1.1715,0.385792,0.000333,2.587
40,0.265625,0.629084,1.16383,0.388625,0.000375,2.44754
41,0.2605,0.622291,1.158,0.371125,0.000292,2.41221
42,0.27,0.67925,1.39621,0.38175,0.000333,2.72754
43,0.30725,0.626417,1.15121,0.362,0.000209,2.44708
44,0.255333,0.657,1.38942,0.478666,0.000292,2.78071
45,0.294292,0.669917,1.3495,0.424916,0.000709,2.73933
46,0.322417,0.661292,1.14492,0.364834,0.000291,2.49375
47,0.253583,0.645917,1.16846,0.364167,0.000417,2.43254
48,0.270458,0.635667,1.29388,0.448291,0.000625,2.64892
49,0.367458,0.653375,1.15771,0.367833,0.000333,2.54671
50,0.249208,0.61675,1.513,0.412042,0.000208,2.79121
51,0.269291,0.652167,1.20404,0.390958,0.000208,2.51667
52,0.322583,0.668542,1.21637,0.358166,0.000459,2.56612
53,0.257542,0.616083,1.15383,0.399625,0.000209,2.42729
54,0.257583,0.615917,1.15079,0.357375,0.000209,2.38187
55,0.27375,0.692583,1.17408,0.367166,0.000417,2.508
56,0.265292,0.620708,1.35517,0.368583,0.000292,2.61004
57,0.2705,0.648458,1.13971,0.364041,4.2e-05,2.42275
58,0.243833,0.665334,1.28558,0.410208,0.000125,2.60508
59,0.280459,0.639791,1.13992,0.364583,0.000125,2.42488
60,0.231292,0.612041,1.16162,0.353959,0.003208,2.36212
61,0.233167,0.630541,1.15521,0.3965,0.000208,2.41562
62,0.312583,0.625459,1.22804,0.366292,0.000208,2.53258
63,0.257583,0.625292,1.126,0.352375,0.000208,2.36146
64,0.25275,0.630167,1.20821,0.369417,0.000333,2.46088
65,0.244416,0.671209,1.26113,0.365041,4.2e-05,2.54183
66,0.255459,0.628916,1.11429,0.348875,0.000125,2.34767
67,0.24,0.62225,1.14508,0.349417,0.000167,2.35692
68,0.230625,0.62825,1.33325,0.440042,0.000458,2.63262
69,0.325459,0.641333,1.14025,0.370583,0.000667,2.47829
70,0.249083,0.615,1.43629,0.3615,0.000333,2.66221
71,0.244042,0.620333,1.15387,0.423875,0.000292,2.44242
72,0.292291,0.681792,1.11179,0.3655,0.000208,2.45158
73,0.247584,0.611541,1.12825,0.344417,0.000208,2.332
74,0.248208,0.616667,1.23329,0.377083,0.000542,2.47579
75,0.2635,0.654125,1.28975,0.371958,0.000167,2.5795
76,0.275125,0.633875,1.09838,0.357125,0.000166,2.36467
77,0.245792,0.613458,1.12842,0.345541,8.4e-05,2.33329
78,0.244625,0.630042,1.19604,0.412209,0.000375,2.48329
79,0.305042,0.632541,1.13733,0.364541,0.000209,2.43967
80,0.245916,0.6165,1.43871,0.376083,0.000375,2.67758
81,0.256292,0.634791,1.14792,0.37875,0.00025,2.418
82,0.2985,0.677625,1.17887,0.368917,0.00025,2.52417
83,0.270416,0.634834,1.12363,0.345708,0.00025,2.37483
84,0.231792,0.637708,1.09329,0.354708,0.000167,2.31767
85,0.24925,0.612958,1.28438,0.418417,0.000208,2.56521
86,0.284625,0.622417,1.20592,0.367667,0.000292,2.48092
87,0.258791,0.623709,1.19621,0.355417,0.000458,2.43458
88,0.255458,0.659458,1.16613,0.424334,0.000208,2.50558
89,0.272917,0.622916,1.14058,0.354958,0.00025,2.39162
90,0.24,0.61475,1.37821,0.377583,0.0005,2.61104
91,0.25075,0.618833,1.14683,0.352334,0.000125,2.36888
92,0.245542,0.664042,1.34792,0.372667,0.000167,2.63033
93,0.275416,0.619792,1.1315,0.361458,0.000459,2.38863
94,0.247875,0.634042,1.19079,0.356917,0.000167,2.42979
95,0.268375,0.629584,1.28429,0.372417,0.00025,2.55492
96,0.276334,0.6225,1.13975,0.348708,0.000417,2.38771
97,0.234458,0.609375,1.12067,0.372792,0.000625,2.33792
98,0.26775,0.616625,1.25617,0.396958,0.000375,2.53788
99,0.29875,0.711458,1.18413,0.362417,0.00025,2.557
100,0.259375,0.623041,1.123,0.346709,0.000166,2.35229
101,0.239042,0.635792,1.20046,0.360417,4.1e-05,2.43575
102,0.238958,0.640417,1.27779,0.389959,0.000166,2.54729
103,0.269083,0.635542,1.12921,0.347584,0.000166,2.38158
104,0.235167,0.611375,1.25525,0.362667,0.000166,2.46462
105,0.254458,0.630958,1.1825,0.386084,0.00025,2.45425
