frame,input_ms,ui_ms,draw_ms,total_ms
0,0.021417,0.076917,9.03829,9.13663
1,0.012,0.0595,9.06883,9.14033
2,0.012166,0.055167,8.336,8.40333
3,0.010084,0.051875,12.298,12.36
4,0.012417,0.058208,8.79554,8.86617
5,0.009667,0.054833,9.02388,9.08837
6,0.012167,0.055333,8.27104,8.33854
7,0.008834,0.052541,8.45846,8.51983
8,0.014625,0.05375,8.31496,8.38333
9,0.00925,0.051583,8.43587,8.49671
10,0.011875,0.061791,9.12442,9.19808
11,0.010959,0.060833,7.88233,7.95413
12,0.011208,0.0605,7.54867,7.62038
13,0.009125,0.049583,8.05096,8.10967
14,0.012833,0.051375,7.5815,7.64571
15,0.009917,0.057875,8.1365,8.20429
16,0.012083,0.05275,8.04387,8.10871
17,0.009583,0.050792,7.93588,7.99625
18,0.012875,0.054375,7.9025,7.96975
19,0.020875,0.082792,7.29296,7.39663
20,0.011375,0.050042,7.77383,7.83525
21,0.009417,0.049042,7.47187,7.53033
22,0.010875,0.048333,7.94113,8.00033
23,0.009375,0.051417,7.814,7.87479
24,0.010583,0.049167,7.93558,7.99533
25,0.009708,0.050834,7.778,7.83854
26,0.011291,0.051667,8.15442,8.21738
27,0.009792,0.052583,8.29529,8.35767
28,0.011,0.050875,7.27137,7.33325
29,0.010458,0.051167,7.41225,7.47387
30,0.010542,0.049708,7.65583,7.71608
31,0.009667,0.054125,7.87483,7.93863
32,0.013042,0.0555,7.66463,7.73317
33,0.009541,0.05075,7.6725,7.73279
34,0.014416,0.080292,7.31458,7.40929
35,0.008667,0.048708,7.93908,7.99646
36,0.010625,0.048958,7.4445,7.50408
37,0.009875,0.050709,8.15271,8.21329
38,0.011042,0.048,7.91613,7.97517
39,0.010542,0.049875,8.43942,8.49983
40,0.011084,0.051708,7.63537,7.69817
41,0.009166,0.049167,8.08287,8.14121
42,0.012084,0.053666,7.45633,7.52208
43,0.008917,0.0505,7.27037,7.32979
44,0.0105,0.048125,8.17175,8.23038
45,0.014959,0.063666,7.91871,7.99733
46,0.0125,0.079333,8.49867,8.5905
47,0.00975,0.058959,7.46921,7.53792
48,0.011333,0.052209,7.84954,7.91308
49,0.009666,0.055834,7.99842,8.06392
50,0.011792,0.054708,8.05692,8.12342
51,0.009667,0.05475,7.653,7.71742
52,0.014625,0.053125,7.99833,8.06608
53,0.009833,0.05125,7.76071,7.82179
54,0.012583,0.067792,7.78392,7.86429
55,0.010167,0.059708,8.10908,8.17896
56,0.011375,0.050667,7.91158,7.97363
57,0.009083,0.049458,8.0525,8.11104
58,0.011,0.050416,7.53996,7.60137
59,0.009916,0.049209,7.99067,8.04979
60,0.011542,0.050042,7.73517,7.79675
61,0.009167,0.048958,7.98717,8.04529
62,0.011792,0.054208,8.19092,8.25692
63,0.009541,0.051292,7.8205,7.88133
64,0.011667,0.050458,8.19767,8.25979
65,0.009958,0.050583,8.2945,8.35504
66,0.012792,0.052875,8.46629,8.53196
67,0.010375,0.054458,8.37367,8.4385
68,0.011709,0.049791,8.04608,8.10758
69,0.010583,0.06025,7.87254,7.94337
70,0.011375,0.049333,7.595,7.65571
71,0.008958,0.053834,7.47379,7.53658
72,0.010458,0.047459,7.25092,7.30883
73,0.00825,0.043417,7.61017,7.66183
74,0.013625,0.059916,7.53567,7.60921
75,0.009542,0.053875,8.21175,8.27517
76,0.012667,0.054458,7.83354,7.90067
77,0.012666,0.064084,7.47917,7.55592
78,0.011833,0.053125,7.46267,7.52762
79,0.009084,0.04675,7.54188,7.59771
80,0.011833,0.05375,8.08496,8.15054
81,0.009125,0.047375,7.93375,7.99025
82,0.011458,0.0525,10.5702,10.6341
83,0.010291,0.052625,8.01067,8.07358
84,0.0145,0.057667,8.29879,8.37096
85,0.009708,0.052,7.42904,7.49075
86,0.012083,0.05375,8.37608,8.44192
87,0.009958,0.05175,8.27308,8.33479
88,0.011833,0.05125,8.21262,8.27571
89,0.010375,0.058375,7.98442,8.05317
90,0.010917,0.05075,7.47554,7.53721
91,0.008792,0.046833,7.73346,7.78908
92,0.010958,0.047167,7.957,8.01512
93,0.009167,0.050292,8.18821,8.24767
94,0.01075,0.048917,7.54462,7.60429
95,0.008916,0.048167,7.55729,7.61437
96,0.010417,0.047292,7.74212,7.79983
97,0.008542,0.052875,8.10404,8.16546
98,0.012334,0.056208,7.70667,7.77521
99,0.010542,0.059666,8.25104,8.32125
100,0.015875,0.0545,8.24354,8.31392
101,0.0095,0.06025,7.81667,7.88642
102,0.01025,0.047417,7.716,7.77367
103,0.009625,0.053042,7.68313,7.74579
104,0.010917,0.050125,8.11904,8.18008
105,0.009958,0.051125,7.58592,7.647
106,0.010125,0.062292,7.5765,7.64892
107,0.011875,0.049541,8.15375,8.21517
108,0.011166,0.048292,8.10579,8.16525
109,0.009166,0.050084,7.66512,7.72438
110,0.011833,0.047458,8.1565,8.21579
111,0.009167,0.049708,7.86183,7.92071
112,0.010666,0.051584,7.56304,7.62529
113,0.008333,0.045667,8.37438,8.42838
114,0.0115,0.050166,7.61079,7.67246
115,0.008583,0.047958,7.54421,7.60075
116,0.010917,0.048,8.26463,8.32354
117,0.009167,0.052917,8.06608,8.12817
118,0.011875,0.054417,8.49425,8.56054
119,0.009708,0.050542,8.17917,8.23942
