frame,simulation_ms,ui_ms,render_ms,total_ms
0,7.37783,0.1485,2.32129,9.84763
1,8.94775,0.2135,4.50854,13.6698
2,7.33312,0.153292,2.1295,9.61592
3,8.49742,0.167083,2.41158,11.0761
4,7.44137,0.158291,2.46621,10.0659
5,8.7185,0.14025,2.40667,11.2654
6,7.47275,0.141875,2.14096,9.75558
7,8.56442,0.149125,2.5255,11.239
8,7.19654,0.166167,2.10062,9.46333
9,8.47775,0.145167,1.86938,10.4923
10,7.66946,0.137958,2.1575,9.96492
11,8.59267,0.143834,2.05675,10.7933
12,7.38737,0.14925,2.20267,9.73929
13,8.53967,0.142959,2.04937,10.732
14,7.31021,0.184083,1.93983,9.43412
15,8.60579,0.146583,1.991,10.7434
16,7.35667,0.207833,2.00304,9.56754
17,8.61404,0.152083,1.90667,10.6728
18,7.48392,0.152084,1.98292,9.61892
19,8.82833,0.162625,2.34079,11.3317
20,7.90308,0.161917,2.05088,10.1159
21,9.07604,0.146083,2.18454,11.4067
22,7.29288,0.13725,1.90133,9.33146
23,8.54308,0.141375,1.912,10.5965
24,7.27025,0.139958,2.0815,9.49171
25,8.87779,0.161959,1.91712,10.9569
26,7.33517,0.1555,1.90358,9.39425
27,8.45813,0.136375,1.86904,10.4635
28,7.23154,0.138583,1.92879,9.29892
29,8.61217,0.155291,1.95858,10.726
30,7.11746,0.1355,2.51767,9.77063
31,8.84512,0.146083,1.96138,10.9526
32,8.04054,0.146833,2.02021,10.2076
33,8.82621,0.162417,2.21471,11.2033
34,7.60325,0.157875,2.05517,9.81629
35,8.86792,0.155,1.99075,11.0137
36,7.63542,0.164458,2.16417,9.96404
37,8.84221,0.139667,2.38554,11.3674
38,7.23033,0.152959,1.94679,9.33008
39,8.46608,0.1415,1.86996,10.4775
40,7.18733,0.139125,1.91621,9.24267
41,8.33592,0.136667,2.03292,10.5055
42,7.28575,0.1435,2.13683,9.56608
43,8.75704,0.146834,1.92242,10.8263
