frame,input_simulation_ms,ui_ms,world_ms,screen_ms,display_ms,total_ms
0,1.40942,0.529458,1.1595,0.370709,0.000125,3.46921
1,1.30888,0.492959,1.14837,0.459625,0.000125,3.40996
2,1.35758,0.537125,1.281,0.427875,0.000208,3.60379
3,1.34617,0.5265,1.17433,0.369041,0.0005,3.41654
4,1.3175,0.519083,1.18629,0.38225,0.00025,3.40537
5,1.474,0.541041,1.17013,0.377417,0.000208,3.56279
6,1.33125,0.507791,1.175,0.380584,0.000416,3.39504
7,1.33662,0.543208,1.23292,0.458542,0.000166,3.57146
8,1.32808,0.520042,1.15463,0.361333,0.000209,3.36429
9,1.33296,0.520209,1.20738,0.415041,0.000167,3.47575
10,1.36688,0.509125,1.42796,0.369584,0.000375,3.67392
11,1.31387,0.498958,1.21683,0.394416,0.000292,3.42437
12,1.43529,0.593833,1.22008,0.3795,0.000292,3.629
13,1.34137,0.512125,1.192,0.578458,0.000292,3.62425
14,1.34617,0.612458,1.47383,0.404084,0.000291,3.83683
15,1.33496,0.528459,1.15804,0.367709,0.000625,3.38979
16,1.39742,0.511792,1.18321,0.445875,0.000292,3.53858
17,1.48338,0.518458,1.18058,0.377291,0.00025,3.55996
18,1.33921,0.497333,1.28546,0.393125,8.4e-05,3.51521
19,1.53454,0.514792,1.31433,0.467542,0.000458,3.83167
20,1.33629,0.506334,1.17854,0.411084,0.000625,3.43288
21,1.39025,0.536084,1.28087,0.389666,0.000375,3.59725
22,1.36592,0.51575,1.16312,0.361041,0.000459,3.40629
23,1.4015,0.50375,1.21921,0.4155,0.001,3.54096
24,1.36379,0.506125,1.16933,0.36675,0.000542,3.40654
25,1.3465,0.4985,1.24704,0.5315,0.000417,3.62396
26,1.42571,0.588333,1.23037,0.378125,0.000167,3.62271
27,1.34367,0.501416,1.17071,0.377958,8.3e-05,3.39383
28,1.45625,0.504709,1.33488,0.419125,0.000208,3.71517
29,1.33483,0.5175,1.19221,0.371625,0.000208,3.41637
30,1.44625,0.532584,1.50337,0.4295,0.000166,3.91188
31,1.37579,0.516416,1.21096,0.4615,0.000291,3.56496
32,1.35783,0.5295,1.24988,0.383208,4.2e-05,3.52046
33,1.4655,0.571583,1.20017,0.379542,4.1e-05,3.61683
34,1.36958,0.49675,1.18633,0.403625,0.000291,3.45658
35,1.39554,0.518625,1.24875,0.389875,0.000459,3.55325
36,1.36175,0.514541,1.16896,0.363666,0.000167,3.40908
37,1.41079,0.5245,1.18037,0.546792,0.0005,3.66296
38,1.506,0.521083,1.24367,0.382917,0.000375,3.65404
39,1.36467,0.502458,1.24267,0.395958,4.2e-05,3.50579
40,1.4605,0.574583,1.21483,0.38075,0.000292,3.63096
41,1.36929,0.496917,1.19583,0.405708,0.000584,3.46833
42,1.43796,0.518792,1.29329,0.391791,4.2e-05,3.64188
43,1.40738,0.531834,1.18162,0.522541,0.000125,3.6435
44,1.40279,0.502792,1.27675,0.414458,0.000209,3.597
45,1.42079,0.510167,1.218,0.377916,0.000292,3.52717
46,1.35721,0.494791,1.25646,0.398458,4.2e-05,3.50696
47,1.46988,0.58725,1.224,0.387875,0.000333,3.66933
48,1.39846,0.500375,1.18783,0.388875,0.00075,3.47629
49,1.43196,0.521625,1.34292,0.455375,0.000167,3.75204
50,1.37246,0.518459,1.45463,0.367208,0.000292,3.71304
51,1.44058,0.530333,1.25967,0.391041,0.00025,3.62188
52,1.49746,0.510084,1.21783,0.373208,0.000375,3.59896
53,1.37871,0.509584,1.24513,0.3725,0.000625,3.50654
54,1.53042,0.501291,1.19175,0.378084,0.000208,3.60175
55,1.38067,0.488166,1.17338,0.461292,0.000375,3.50387
56,1.41775,0.570917,1.20971,0.384,0.000792,3.58317
57,1.38142,0.519375,1.18171,0.365,0.00025,3.44775
58,1.48808,0.536583,1.23762,0.39275,0.000167,3.65521
59,1.49454,0.523333,1.20138,0.37175,0.000334,3.59133
60,1.39413,0.505291,1.18642,0.377917,0.000166,3.46392
61,1.56592,0.563208,1.13921,0.467084,0.00025,3.73567
62,1.41192,0.500625,1.23404,0.424,4.2e-05,3.57063
63,1.43654,0.551042,1.28654,0.386584,0.000208,3.66092
64,1.41242,0.520792,1.15467,0.365875,0.000125,3.45388
65,1.43433,0.525583,1.23596,0.430958,0.000417,3.62725
66,1.40013,0.5085,1.18142,0.364375,0.000334,3.45475
67,1.41162,0.51925,1.20071,0.481625,0,3.61321
68,1.61725,0.527916,1.20779,0.396292,4.1e-05,3.74929
69,1.41088,0.493834,1.23208,0.418875,4.2e-05,3.55571
70,1.43813,0.571458,1.43283,0.372375,0.000334,3.81513
71,1.43958,0.496958,1.121,0.3615,0.000417,3.41946
72,1.45308,0.510083,1.21504,0.422541,0.000334,3.60108
73,1.44329,0.510334,1.16308,0.456583,0.000417,3.57371
74,1.41321,0.535959,1.19629,0.388625,0,3.53408
75,1.64025,0.5135,1.167,0.372041,8.4e-05,3.69287
76,1.42654,0.489959,1.27254,0.376542,0.000292,3.56588
77,1.53254,0.568083,1.17142,0.379583,0.000334,3.65196
78,1.44092,0.492208,1.12888,0.366084,0.000458,3.42854
79,1.47962,0.501875,1.25737,0.474083,0.000292,3.71325
80,1.43175,0.522458,1.15221,0.370458,0.000417,3.47729
81,1.47033,0.538708,1.2645,0.420667,0.00025,3.69446
82,1.49633,0.515041,1.14442,0.3815,8.3e-05,3.53737
83,1.41867,0.489084,1.21463,0.399666,4.2e-05,3.52208
84,1.50788,0.578917,1.20054,0.38475,0.000292,3.67238
85,1.46492,0.49775,1.13496,0.464,0.000375,3.562
86,1.46875,0.527709,1.32896,0.436208,0.000167,3.76179
