frame,input_ms,ui_ms,draw_ms,total_ms
0,0.010333,0.034583,0.979875,1.02479
1,0.008042,0.03575,1.14429,1.18808
2,0.014709,0.052166,1.09937,1.16625
3,0.007834,0.038041,2.34704,2.39292
4,0.009666,0.037917,0.976542,1.02412
5,0.0075,0.034792,0.981875,1.02417
6,0.0115,0.03475,0.951458,0.997708
7,0.007375,0.033542,0.995042,1.03596
8,0.009459,0.045,0.98525,1.03971
9,0.007459,0.0355,0.91,0.952959
10,0.009292,0.034083,0.944917,0.988292
11,0.00725,0.033375,1.30488,1.3455
12,0.009625,0.03475,0.930458,0.974833
13,0.007667,0.037458,0.951709,0.996834
14,0.009458,0.033834,0.954958,0.99825
15,0.007208,0.033542,0.973958,1.01471
16,0.009417,0.03875,0.98725,1.03542
17,0.007209,0.039208,1.028,1.07442
18,0.009083,0.034917,1.12312,1.16712
19,0.007333,0.034417,0.959458,1.00121
20,0.009083,0.034459,0.879958,0.9235
21,0.007,0.033541,0.902959,0.9435
22,0.016875,0.034042,0.972292,1.02321
23,0.007167,0.033375,0.996833,1.03737
24,0.009041,0.042459,0.9995,1.051
25,0.007,0.034125,0.935542,0.976667
26,0.00875,0.034042,0.851125,0.893917
27,0.006833,0.033292,0.883875,0.924
28,0.008458,0.03325,0.850667,0.892375
29,0.006834,0.033125,0.8515,0.891459
30,0.008416,0.033167,0.919833,0.961416
31,0.006708,0.032917,0.859125,0.89875
32,0.008208,0.032875,0.934583,0.975666
33,0.006958,0.034584,1.00892,1.05046
34,0.008833,0.034667,0.869458,0.912958
35,0.006875,0.033125,0.867625,0.907625
36,0.0085,0.032917,0.865708,0.907125
37,0.006916,0.032959,0.8405,0.880375
38,0.008458,0.032667,0.89525,0.936375
39,0.006958,0.035542,0.887375,0.929875
40,0.008291,0.033125,0.961625,1.00304
41,0.006875,0.033625,0.952125,0.992625
42,0.012,0.049541,0.940292,1.00183
43,0.006958,0.036208,0.869834,0.913
44,0.008459,0.03475,0.89275,0.935959
45,0.01025,0.034833,0.844667,0.88975
46,0.008458,0.033375,0.861209,0.903042
47,0.006917,0.033416,0.948917,0.98925
48,0.010083,0.044459,0.906625,0.961167
49,0.008916,0.037334,0.87325,0.9195
50,0.010375,0.034708,0.943292,0.988375
51,0.006917,0.037167,0.960875,1.00496
52,0.010083,0.040125,0.905,0.955208
53,0.007333,0.038084,0.926333,0.97175
54,0.01225,0.036625,0.925958,0.974833
55,0.007959,0.035916,1.04108,1.08496
56,0.011875,0.040292,0.899208,0.951375
57,0.00725,0.045666,0.892875,0.945791
58,0.008958,0.033042,0.923792,0.965792
59,0.007416,0.037042,0.902208,0.946666
60,0.008667,0.0485,0.910875,0.968042
61,0.006875,0.033375,0.868125,0.908375
62,0.008458,0.033042,1.02254,1.06404
63,0.007,0.034209,0.860583,0.901792
64,0.0085,0.033583,0.882667,0.92475
65,0.008708,0.035958,0.951959,0.996625
66,0.008666,0.033084,0.892583,0.934333
67,0.006875,0.032833,0.942417,0.982125
68,0.008667,0.035791,0.895625,0.940083
69,0.006834,0.033291,0.952667,0.992792
70,0.0085,0.038875,0.881042,0.928417
71,0.006875,0.033042,0.864333,0.90425
72,0.008416,0.032917,0.881625,0.922958
73,0.006792,0.033,0.884167,0.923959
74,0.008708,0.034084,0.889958,0.93275
75,0.006875,0.033166,0.872875,0.912916
76,0.009542,0.041166,0.920375,0.971083
77,0.007,0.0385,0.992625,1.03812
78,0.0085,0.034542,0.894791,0.937833
79,0.00675,0.033375,0.891959,0.932084
80,0.008291,0.0335,0.896417,0.938208
81,0.00675,0.033042,0.86875,0.908542
82,0.008167,0.032875,0.943333,0.984375
83,0.006792,0.033,0.866,0.905792
84,0.008292,0.038958,1.04083,1.08808
85,0.007166,0.035292,0.996042,1.0385
86,0.00925,0.039542,0.886041,0.934833
87,0.00675,0.034125,0.903792,0.944667
88,0.018959,0.034,0.895083,0.948042
89,0.010709,0.033291,0.873084,0.917084
90,0.008708,0.032875,0.898,0.939583
91,0.006875,0.037375,1.0015,1.04575
92,0.008458,0.033584,0.868958,0.911
93,0.006667,0.033208,0.955167,0.995042
94,0.00875,0.039292,0.926333,0.974375
95,0.006833,0.033875,0.867917,0.908625
96,0.008209,0.032916,0.889917,0.931042
97,0.00675,0.032875,0.8835,0.923125
98,0.008625,0.033042,0.880791,0.922458
99,0.00675,0.032917,0.97275,1.01242
100,0.008833,0.034292,0.893875,0.937
101,0.00675,0.033375,0.887375,0.9275
102,0.010375,0.037958,0.929542,0.977875
103,0.007083,0.0365,0.903667,0.94725
104,0.008333,0.033375,0.871125,0.912833
105,0.006625,0.032791,0.896667,0.936083
106,0.008208,0.032833,0.971709,1.01275
107,0.006917,0.03325,0.8905,0.930667
108,0.008292,0.03325,0.93575,0.977292
109,0.006958,0.037417,0.892666,0.937041
110,0.008667,0.03325,0.946042,0.987959
111,0.007208,0.038083,0.911959,0.95725
112,0.008667,0.034125,0.876541,0.919333
113,0.006625,0.032916,0.95025,0.989791
114,0.008333,0.032959,0.906541,0.947833
115,0.006791,0.033042,0.898333,0.938166
116,0.0085,0.036625,0.890125,0.93525
117,0.010875,0.033292,0.94575,0.989917
118,0.017584,0.033125,0.885583,0.936292
119,0.007125,0.041917,0.957125,1.00617
