frame,input_ms,ui_ms,draw_ms,total_ms
0,0.017541,0.064834,8.57525,8.65762
1,0.021375,0.089625,8.53333,8.64433
2,0.019167,0.061708,8.87625,8.95712
3,0.016125,0.059708,16.9196,16.9955
4,0.017042,0.070375,8.59833,8.68575
5,0.013417,0.055833,8.14875,8.218
6,0.015542,0.053208,8.29771,8.36646
7,0.011667,0.054666,8.94121,9.00754
8,0.014041,0.055209,8.47438,8.54363
9,0.011542,0.060208,9.12467,9.19642
10,0.014292,0.057291,9.15546,9.22704
11,0.01125,0.060458,9.14571,9.21742
12,0.019541,0.09225,8.52279,8.63458
13,0.011667,0.053667,8.36996,8.43529
14,0.016625,0.058709,9.24863,9.32396
15,0.011791,0.057959,8.73717,8.80692
16,0.013375,0.053084,9.12554,9.192
17,0.0115,0.053167,8.69008,8.75475
18,0.013917,0.063417,8.46229,8.53962
19,0.012625,0.07025,8.41117,8.49404
20,0.015166,0.066167,7.75683,7.83817
21,0.011333,0.060833,7.5705,7.64267
22,0.012458,0.049167,7.41771,7.47933
23,0.010417,0.0505,7.52112,7.58204
24,0.013625,0.05625,8.22054,8.29042
25,0.010292,0.05425,7.78308,7.84762
26,0.01425,0.05425,7.54367,7.61217
27,0.009875,0.05125,7.68296,7.74408
28,0.021583,0.078125,7.61113,7.71083
29,0.016167,0.061375,7.88875,7.96629
30,0.016666,0.056959,7.55917,7.63279
31,0.014542,0.057292,7.88071,7.95254
32,0.015125,0.051791,8.06746,8.13438
33,0.012333,0.059834,7.49737,7.56954
34,0.014166,0.05225,7.90004,7.96646
35,0.011833,0.056917,7.76396,7.83271
36,0.017708,0.062959,7.85721,7.93788
37,0.010458,0.056167,8.03692,8.10354
38,0.014375,0.050792,8.10075,8.16592
39,0.010708,0.050625,7.57921,7.64054
40,0.015541,0.053542,7.34687,7.41596
41,0.010542,0.050958,7.31708,7.37858
42,0.014083,0.050958,7.99212,8.05717
43,0.01075,0.052792,7.29117,7.35471
44,0.012167,0.049708,7.4295,7.49137
45,0.014292,0.056041,7.44525,7.51558
46,0.012417,0.049083,8.42917,8.49067
47,0.011416,0.054042,8.40129,8.46675
48,0.015042,0.051541,8.15867,8.22525
49,0.011459,0.056,7.88917,7.95662
50,0.013167,0.051542,7.62992,7.69463
51,0.011292,0.049833,8.36825,8.42938
52,0.013042,0.052708,7.45512,7.52088
53,0.016708,0.088042,8.38317,8.48792
54,0.015041,0.067334,8.52538,8.60775
55,0.013166,0.057917,7.7735,7.84458
56,0.01675,0.05725,8.04438,8.11838
57,0.016083,0.106333,7.33413,7.45654
58,0.017125,0.049375,7.46142,7.52792
59,0.010584,0.052375,7.90196,7.96492
60,0.012917,0.052416,8.21192,8.27725
61,0.009916,0.050542,8.31083,8.37129
62,0.012959,0.056708,7.46413,7.53379
63,0.011125,0.049916,8.02283,8.08388
64,0.013667,0.050291,8.44887,8.51283
65,0.012625,0.060292,8.01346,8.08638
66,0.013125,0.056584,8.54204,8.61175
67,0.012625,0.058791,8.82708,8.8985
68,0.018541,0.064167,8.00146,8.08417
69,0.011625,0.056916,8.59433,8.66287
70,0.01475,0.089208,7.92583,8.02979
71,0.01075,0.05325,8.01337,8.07737
72,0.019666,0.100709,8.0435,8.16388
73,0.013042,0.071333,8.22775,8.31212
74,0.013958,0.055917,8.22258,8.29246
75,0.009958,0.055292,8.10662,8.17188
76,0.0185,0.055584,8.13779,8.21187
77,0.021542,0.090875,7.85888,7.97129
78,0.012959,0.051083,8.034,8.09804
79,0.01025,0.050958,7.84383,7.90504
80,0.012667,0.050833,7.44383,7.50733
81,0.01,0.050917,8.09225,8.15317
82,0.011916,0.050292,8.05954,8.12175
83,0.010917,0.053041,7.72104,7.785
84,0.011958,0.048084,7.54796,7.608
85,0.00925,0.0485,8.24271,8.30046
86,0.013541,0.051917,7.36171,7.42717
87,0.010042,0.049791,7.26333,7.32317
88,0.011167,0.048791,7.34617,7.40613
89,0.009417,0.04875,7.94187,8.00004
90,0.013083,0.059833,7.69071,7.76363
91,0.010625,0.050542,8.12037,8.18154
92,0.013709,0.052541,7.54529,7.61154
93,0.010167,0.050333,8.17975,8.24025
94,0.015375,0.051917,7.63837,7.70567
95,0.0105,0.051041,7.39633,7.45787
96,0.01225,0.049583,8.25521,8.31704
97,0.010292,0.052583,8.05417,8.11704
98,0.012292,0.050625,7.96933,8.03225
99,0.010083,0.050375,7.59625,7.65671
100,0.016375,0.051542,7.64108,7.709
101,0.009792,0.05125,7.48233,7.54338
102,0.012,0.050959,8.10208,8.16504
103,0.010167,0.050375,8.11096,8.1715
104,0.021958,0.0865,8.22937,8.33783
105,0.0165,0.063333,8.22179,8.30162
106,0.016375,0.058833,7.8925,7.96771
107,0.014334,0.064125,7.91292,7.99137
108,0.022083,0.07525,7.41746,7.51479
109,0.010625,0.054625,7.36587,7.43112
110,0.014542,0.054542,7.67542,7.7445
111,0.012208,0.056708,8.18417,8.25308
112,0.014375,0.054083,7.45763,7.52608
113,0.011833,0.051167,7.55233,7.61533
114,0.014125,0.053458,7.35583,7.42342
115,0.011292,0.050916,7.45258,7.51479
116,0.012416,0.049334,8.22042,8.28217
117,0.011167,0.051833,7.70608,7.76908
118,0.01275,0.051666,7.67475,7.73917
119,0.011,0.0515,7.85908,7.92158
