frame,input_ms,ui_ms,draw_ms,total_ms
0,0.011917,0.035375,1.11129,1.15858
1,0.008292,0.038375,1.13408,1.18075
2,0.010125,0.042708,1.1385,1.19133
3,0.007791,0.035667,3.29429,3.33775
4,0.020958,0.076833,1.22642,1.32421
5,0.013834,0.056166,1.17117,1.24117
6,0.016375,0.048625,1.08075,1.14575
7,0.011542,0.040625,1.11167,1.16383
8,0.012083,0.044958,1.12125,1.17829
9,0.009375,0.038167,1.0875,1.13504
10,0.0115,0.038958,1.2475,1.29796
11,0.009292,0.042333,1.5655,1.61712
12,0.01075,0.041334,1.05554,1.10763
13,0.009,0.037958,0.997042,1.044
14,0.013959,0.036,1.06142,1.11138
15,0.008167,0.037917,1.02896,1.07504
16,0.010667,0.039833,1.12529,1.17579
17,0.008208,0.04325,1.00696,1.05842
18,0.010458,0.037084,1.13125,1.17879
19,0.008167,0.035625,0.99025,1.03404
20,0.009333,0.034209,1.00988,1.05342
21,0.007541,0.034834,0.869916,0.912291
22,0.011125,0.033041,0.98075,1.02492
23,0.0075,0.036417,1.00479,1.04871
24,0.009375,0.034917,1.08721,1.1315
25,0.007958,0.044625,1.37092,1.4235
26,0.01,0.041583,1.05783,1.10942
27,0.007209,0.035416,0.979459,1.02208
28,0.008958,0.033542,0.981083,1.02358
29,0.007375,0.033625,1.00779,1.04879
30,0.009333,0.034,0.976417,1.01975
31,0.009375,0.033917,0.987667,1.03096
32,0.010541,0.0355,1.20129,1.24733
33,0.007958,0.043833,1.4695,1.52129
34,0.010083,0.036959,0.956083,1.00313
35,0.007291,0.033792,0.883708,0.924791
36,0.009375,0.033458,0.9055,0.948333
37,0.007417,0.033291,0.899042,0.93975
38,0.008917,0.032792,0.930291,0.972
39,0.007125,0.033334,0.928375,0.968834
40,0.009209,0.036083,1.13242,1.17771
41,0.008625,0.051792,0.9585,1.01892
42,0.009542,0.035458,0.901125,0.946125
43,0.007042,0.037916,0.883084,0.928042
44,0.008833,0.033292,0.891625,0.93375
45,0.007042,0.033208,0.907709,0.947959
46,0.010709,0.03375,0.896166,0.940625
47,0.007125,0.033333,0.980334,1.02079
48,0.008959,0.034,0.997875,1.04083
49,0.007583,0.048667,1.00025,1.0565
50,0.008875,0.035792,0.952333,0.997
51,0.007125,0.033583,0.895583,0.936291
52,0.009667,0.032917,0.89425,0.936834
53,0.007041,0.033,0.905625,0.945666
54,0.013125,0.033333,0.9275,0.973958
55,0.013625,0.039917,1.03225,1.08579
56,0.009542,0.033292,0.916375,0.959209
57,0.007666,0.036459,1.01979,1.06392
58,0.00975,0.037542,0.923917,0.971209
59,0.008292,0.034541,0.903292,0.946125
60,0.008917,0.033708,0.92275,0.965375
61,0.006959,0.033416,0.893792,0.934167
62,0.008917,0.051791,1.05621,1.11692
63,0.007084,0.033875,0.913916,0.954875
64,0.009083,0.03325,0.901917,0.94425
65,0.007125,0.041209,1.00433,1.05267
66,0.00975,0.039,0.953875,1.00263
67,0.007291,0.034709,0.921166,0.963166
68,0.010209,0.034083,0.914917,0.959209
69,0.006958,0.03325,0.954458,0.994666
70,0.008792,0.0335,0.942666,0.984958
71,0.007042,0.03375,0.920333,0.961125
72,0.008833,0.03325,0.915708,0.957791
73,0.007042,0.032958,0.952833,0.992833
74,0.01275,0.041208,0.914625,0.968583
75,0.007083,0.033625,0.896834,0.937542
76,0.008708,0.0355,0.970708,1.01492
77,0.007,0.033041,1.05862,1.09867
78,0.008708,0.033708,0.950417,0.992833
79,0.007083,0.032959,0.917708,0.95775
80,0.008542,0.032958,0.90675,0.94825
81,0.006917,0.032791,0.902,0.941708
82,0.0115,0.039,0.947917,0.998417
83,0.0075,0.03725,0.896958,0.941708
84,0.008875,0.033667,1.06558,1.10813
85,0.007041,0.033834,0.912541,0.953416
86,0.008792,0.033333,0.903417,0.945542
87,0.007083,0.032917,0.906167,0.946167
88,0.008625,0.032875,0.907416,0.948916
89,0.007041,0.032959,0.91575,0.95575
90,0.008792,0.03275,0.949375,0.990917
91,0.007791,0.036084,1.00704,1.05092
92,0.00875,0.03375,0.997292,1.03979
93,0.019375,0.033042,0.9165,0.968917
94,0.008792,0.032958,0.929917,0.971667
95,0.007041,0.032917,0.995208,1.03517
96,0.0085,0.033083,0.989083,1.03067
97,0.008875,0.035708,0.926375,0.970958
98,0.008791,0.032792,0.93725,0.978833
99,0.009833,0.034875,1.11092,1.15562
100,0.009083,0.03575,0.94025,0.985083
101,0.007208,0.033292,0.925708,0.966208
102,0.008667,0.032917,0.907291,0.948875
103,0.006917,0.033125,0.896333,0.936375
104,0.008667,0.033333,0.918292,0.960292
105,0.006916,0.03325,0.915459,0.955625
106,0.010292,0.033916,0.966042,1.01025
107,0.006958,0.033125,1.01771,1.05779
108,0.010875,0.041708,1.04729,1.09987
109,0.007209,0.036541,0.925209,0.968959
110,0.00925,0.04,0.913,0.96225
111,0.007125,0.039792,0.896041,0.942958
112,0.008958,0.034167,0.913292,0.956417
113,0.007,0.032833,1.01029,1.05012
114,0.008666,0.033167,0.920375,0.962208
115,0.007,0.033,0.978125,1.01812
116,0.008917,0.0385,1.00442,1.05183
117,0.007042,0.033708,0.914333,0.955083
118,0.018417,0.034791,0.931542,0.98475
119,0.007042,0.033917,0.903625,0.944584
